항목,"2017/03
(IFRS별도)","2018/03
(IFRS별도)","2019/03
(IFRS별도)","2020/03
(IFRS별도)","2021/03
(IFRS별도)","2022/03(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,43,22,41,39,44,,12, 
  당기순이익(지배)＜당기＞,16.5,8.5,15.6,15.1,16.9,, , 
  보통주수정평균발행주식수＜당기＞,"38,428,915","38,428,915","38,428,915","38,428,915","38,428,915","38,428,915", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,616,623,649,678,712,,5, 
  자본총계(지배)＜당기＞,236.8,239.5,249.2,260.5,273.5,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"38,428,915","38,428,915","38,428,915","38,428,915","38,428,915",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,160,-88,16,211,215,,2, 
  영업활동현금흐름＜당기＞,61.4,-33.9,6.2,81.2,82.6,, , 
  보통주수정평균발행주식수＜당기＞,"38,428,915","38,428,915","38,428,915","38,428,915","38,428,915","38,428,915", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"4,175","4,426","5,400","4,576","5,042",,10, 
  매출액＜당기＞,"1,604.3","1,701.0","2,075.1","1,758.6","1,937.5",, , 
  보통주수정평균발행주식수＜당기＞,"38,428,915","38,428,915","38,428,915","38,428,915","38,428,915","38,428,915", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,40.42,56.21,33.07,24.20,44.58,,84.22, 
  보통주수정주가(기말)＜당기＞,"1,740","1,245","1,345",949,"1,960","2,225", , 
  EPS＜당기＞,43,22,41,39,44,, , 
펼치기 PBR,2.82,2.00,2.07,1.40,2.75,,96.68, 
  보통주수정주가(기말)＜당기＞,"1,740","1,245","1,345",949,"1,960","2,225", , 
  BPS＜당기＞,616,623,649,678,712,, , 
펼치기 PCR,10.89,-14.12,82.96,4.49,9.12,,102.95, 
  보통주수정주가(기말)＜당기＞,"1,740","1,245","1,345",949,"1,960","2,225", , 
  CPS＜당기＞,160,-88,16,211,215,, , 
펼치기 PSR,0.42,0.28,0.25,0.21,0.39,,87.47, 
  보통주수정주가(기말)＜당기＞,"1,740","1,245","1,345",949,"1,960","2,225", , 
  SPS＜당기＞,"4,175","4,426","5,400","4,576","5,042",, , 
펼치기 EV/EBITDA,19.65,-199.45,15.57,7.90,15.49,,95.91, 
  EV＜당기＞,511.4,463.9,492.3,280.8,618.3,, , 
  EBITDA＜당기＞,26.0,-2.3,31.6,35.5,39.9,, , 
펼치기 DPS,15,10,10,10,10,,0, 
  현금DPS,15,10,10,10,10,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.86,0.80,0.74,1.05,0.51,,-0.54, 
  현금배당성향(%),34.84,45.14,24.58,25.50,22.74,,-2.75, 
