항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-481,78,137,436,795,,82, 
  당기순이익(지배)＜당기＞,-57.7,9.3,16.5,52.3,95.4,, , 
  보통주수정평균발행주식수＜당기＞,"12,000,000","12,000,000","12,000,000","12,000,000","12,000,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"3,792","3,762","3,907","4,319","5,844",,35, 
  자본총계(지배)＜당기＞,423.8,420.5,436.7,482.7,653.2,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"11,177,443","11,177,443","11,177,443","11,177,443","11,177,443","11,177,443", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,-82,88,601,520,164,,-68, 
  영업활동현금흐름＜당기＞,-9.9,10.6,72.1,62.4,19.7,, , 
  보통주수정평균발행주식수＜당기＞,"12,000,000","12,000,000","12,000,000","12,000,000","12,000,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"3,621","3,905","3,946","4,127","5,237",,27, 
  매출액＜당기＞,434.5,468.6,473.5,495.2,628.4,, , 
  보통주수정평균발행주식수＜당기＞,"12,000,000","12,000,000","12,000,000","12,000,000","12,000,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,N/A,48.35,32.06,16.07,8.86,,-44.86, 
  보통주수정주가(기말)＜당기＞,"4,600","3,760","4,400","7,000","7,040","6,510", , 
  EPS＜당기＞,-481,78,137,436,795,, , 
펼치기 PBR,1.21,1.00,1.13,1.62,1.20,,-25.68, 
  보통주수정주가(기말)＜당기＞,"4,600","3,760","4,400","7,000","7,040","6,510", , 
  BPS＜당기＞,"3,792","3,762","3,907","4,319","5,844",, , 
펼치기 PCR,-55.92,42.62,7.32,13.45,42.87,,218.71, 
  보통주수정주가(기말)＜당기＞,"4,600","3,760","4,400","7,000","7,040","6,510", , 
  CPS＜당기＞,-82,88,601,520,164,, , 
펼치기 PSR,1.27,0.96,1.12,1.70,1.34,,-20.74, 
  보통주수정주가(기말)＜당기＞,"4,600","3,760","4,400","7,000","7,040","6,510", , 
  SPS＜당기＞,"3,621","3,905","3,946","4,127","5,237",, , 
펼치기 EV/EBITDA,-22.63,15.08,29.80,13.45,9.83,,-26.89, 
  EV＜당기＞,732.5,539.1,565.7,848.2,896.2,, , 
  EBITDA＜당기＞,-32.4,35.7,19.0,63.1,91.2,, , 
펼치기 DPS,100,100,100,100,100,,0, 
  현금DPS,100,100,100,100,100,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,2.17,2.66,2.27,1.43,1.42,,-0.01, 
  현금배당성향(%),-19.38,119.78,67.87,21.38,11.72,,-9.66, 
