항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,163,471,300,276,-13,,-105, 
  당기순이익(지배)＜당기＞,13.9,40.8,29.4,33.0,-1.8,, , 
  보통주수정평균발행주식수＜당기＞,"8,510,281","8,653,453","9,824,312","11,966,028","13,960,614","15,927,123", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"2,270","2,718","3,145","3,402","4,090",,20, 
  자본총계(지배)＜당기＞,196.5,235.2,366.8,411.7,644.9,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"8,653,453","8,653,453","11,663,056","12,101,348","15,768,000","15,928,000", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,724,178,840,313,562,,79, 
  영업활동현금흐름＜당기＞,61.6,15.4,82.5,37.5,78.4,, , 
  보통주수정평균발행주식수＜당기＞,"8,510,281","8,653,453","9,824,312","11,966,028","13,960,614","15,927,123", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"10,089","11,489","10,162","7,713","6,083",,-21, 
  매출액＜당기＞,858.6,994.2,998.3,923.0,849.3,, , 
  보통주수정평균발행주식수＜당기＞,"8,510,281","8,653,453","9,824,312","11,966,028","13,960,614","15,927,123", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,,,24.40,26.84,N/A,,"-1,590.39", 
  보통주수정주가(기말)＜당기＞,,,"7,314","7,403","5,100","4,680", , 
  EPS＜당기＞,163,471,300,276,-13,, , 
펼치기 PBR,0.00,0.00,2.33,2.18,1.25,,-42.69, 
  보통주수정주가(기말)＜당기＞,,,"7,314","7,403","5,100","4,680", , 
  BPS＜당기＞,"2,270","2,718","3,145","3,402","4,090",, , 
펼치기 PCR,,,8.71,23.62,9.08,,-61.56, 
  보통주수정주가(기말)＜당기＞,,,"7,314","7,403","5,100","4,680", , 
  CPS＜당기＞,724,178,840,313,562,, , 
펼치기 PSR,,,0.72,0.96,0.84,,-12.65, 
  보통주수정주가(기말)＜당기＞,,,"7,314","7,403","5,100","4,680", , 
  SPS＜당기＞,"10,089","11,489","10,162","7,713","6,083",, , 
펼치기 EV/EBITDA,,,12.27,15.81,23.15,,46.38, 
  EV＜당기＞,,,828.6,"1,028.5",708.5,, , 
  EBITDA＜당기＞,43.2,83.4,67.5,65.0,30.6,, , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,,,0.00,0.00,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
