항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-298,"-1,633","-2,012","-4,681",357,,108, 
  당기순이익(지배)＜당기＞,-59.6,-326.7,-402.6,-936.5,71.5,, , 
  보통주수정평균발행주식수＜당기＞,"20,007,381","20,007,381","20,007,381","20,007,381","20,007,381",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"31,426","30,137","28,059","23,342","23,769",,2, 
  자본총계(지배)＜당기＞,"6,287.5","6,029.7","5,613.8","4,670.2","4,755.6",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"20,007,381","20,007,381","20,007,381","20,007,381","20,007,381",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,55,"-3,308",-129,"2,020","1,392",,-31, 
  영업활동현금흐름＜당기＞,11.0,-661.9,-25.9,404.2,278.4,, , 
  보통주수정평균발행주식수＜당기＞,"20,007,381","20,007,381","20,007,381","20,007,381","20,007,381",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"15,213","14,472","18,520","17,214","16,111",,-6, 
  매출액＜당기＞,"3,043.7","2,895.5","3,705.4","3,444.0","3,223.3",, , 
  보통주수정평균발행주식수＜당기＞,"20,007,381","20,007,381","20,007,381","20,007,381","20,007,381",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,N/A,N/A,N/A,N/A,35.00,,"1,150.26", 
  보통주수정주가(기말)＜당기＞,"19,350","10,500","8,890","15,600","12,500","10,100", , 
  EPS＜당기＞,-298,"-1,633","-2,012","-4,681",357,, , 
펼치기 PBR,0.62,0.35,0.32,0.67,0.53,,-21.31, 
  보통주수정주가(기말)＜당기＞,"19,350","10,500","8,890","15,600","12,500","10,100", , 
  BPS＜당기＞,"31,426","30,137","28,059","23,342","23,769",, , 
펼치기 PCR,352.57,-3.17,-68.74,7.72,8.98,,16.33, 
  보통주수정주가(기말)＜당기＞,"19,350","10,500","8,890","15,600","12,500","10,100", , 
  CPS＜당기＞,55,"-3,308",-129,"2,020","1,392",, , 
펼치기 PSR,1.27,0.73,0.48,0.91,0.78,,-14.39, 
  보통주수정주가(기말)＜당기＞,"19,350","10,500","8,890","15,600","12,500","10,100", , 
  SPS＜당기＞,"15,213","14,472","18,520","17,214","16,111",, , 
펼치기 EV/EBITDA,17.52,-378.75,-80.02,14.46,15.45,,6.82, 
  EV＜당기＞,"4,654.6","3,765.5","3,714.3","4,604.7","3,697.4",, , 
  EBITDA＜당기＞,265.7,-9.9,-46.4,318.5,239.4,, , 
펼치기 DPS,0,0,0,0,0,, , 
  현금DPS,0,0,0,0,0,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,0.00,,0.00, 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
