항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-665,-499,-473,"-1,095",-630,,42, 
  당기순이익(지배)＜당기＞,-41.0,-37.0,-39.6,-93.1,-62.2,, , 
  보통주수정평균발행주식수＜당기＞,"5,906,016","6,680,056","7,347,464","7,845,100","9,859,670","10,193,273", , 
  우선주수정평균발행주식수＜당기＞,"255,384","735,920","1,036,248","658,751",0,0, , 
펼치기 BPS,-292,72,-421,250,"1,290",,416, 
  자본총계(지배)＜당기＞,-18.4,6.1,-35.3,21.9,130.6,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"5,906,016","7,347,464","7,347,464","8,746,917","10,119,770","10,227,950", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,"387,608","1,036,248","1,036,248",0,0,0, , 
펼치기 CPS,-645,-270,-400,-150,-514,,-243, 
  영업활동현금흐름＜당기＞,-39.8,-20.0,-33.5,-12.7,-50.7,, , 
  보통주수정평균발행주식수＜당기＞,"5,906,016","6,680,056","7,347,464","7,845,100","9,859,670","10,193,273", , 
  우선주수정평균발행주식수＜당기＞,"255,384","735,920","1,036,248","658,751",0,0, , 
펼치기 SPS,391,93,139,313,470,,50, 
  매출액＜당기＞,24.1,6.9,11.6,26.7,46.3,, , 
  보통주수정평균발행주식수＜당기＞,"5,906,016","6,680,056","7,347,464","7,845,100","9,859,670","10,193,273", , 
  우선주수정평균발행주식수＜당기＞,"255,384","735,920","1,036,248","658,751",0,0, , 
펼치기 PER,,,,,N/A,, , 
  보통주수정주가(기말)＜당기＞,,,,,"9,580","6,910", , 
  EPS＜당기＞,-665,-499,-473,"-1,095",-630,, , 
펼치기 PBR,0.00,0.00,0.00,0.00,7.42,, , 
  보통주수정주가(기말)＜당기＞,,,,,"9,580","6,910", , 
  BPS＜당기＞,-292,72,-421,250,"1,290",, , 
펼치기 PCR,,,,,-18.64,, , 
  보통주수정주가(기말)＜당기＞,,,,,"9,580","6,910", , 
  CPS＜당기＞,-645,-270,-400,-150,-514,, , 
펼치기 PSR,,,,,20.38,, , 
  보통주수정주가(기말)＜당기＞,,,,,"9,580","6,910", , 
  SPS＜당기＞,391,93,139,313,470,, , 
펼치기 EV/EBITDA,,,,,-15.42,, , 
  EV＜당기＞,,,,,760.2,, , 
  EBITDA＜당기＞,-33.9,-28.1,-33.0,-28.0,-49.3,, , 
펼치기 DPS,0,0,0,0,0,, , 
  현금DPS,0,0,0,0,0,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,,,,,0.00,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
