항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-799,503,805,"1,001","1,651",,65, 
  당기순이익(지배)＜당기＞,-56.9,35.8,57.3,71.2,117.5,, , 
  보통주수정평균발행주식수＜당기＞,"7,115,697","7,115,697","7,115,697","7,115,697","7,115,697","7,115,697", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"9,964","10,058","10,929","12,186","13,695",,12, 
  자본총계(지배)＜당기＞,681.3,677.7,736.3,821.0,922.7,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"6,837,578","6,737,578","6,737,578","6,737,578","6,737,578",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,229,"-1,121","4,863","3,392","-1,882",,-155, 
  영업활동현금흐름＜당기＞,16.3,-79.8,346.0,241.3,-133.9,, , 
  보통주수정평균발행주식수＜당기＞,"7,115,697","7,115,697","7,115,697","7,115,697","7,115,697","7,115,697", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"13,964","15,267","39,270","40,199","45,433",,13, 
  매출액＜당기＞,993.6,"1,086.4","2,794.3","2,860.4","3,232.9",, , 
  보통주수정평균발행주식수＜당기＞,"7,115,697","7,115,697","7,115,697","7,115,697","7,115,697","7,115,697", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,9.82,8.11,9.52,10.54,,10.72, 
  보통주수정주가(기말)＜당기＞,"9,550","4,940","6,530","9,530","17,400","13,750", , 
  EPS＜당기＞,-799,503,805,"1,001","1,651",, , 
펼치기 PBR,0.96,0.49,0.60,0.78,1.27,,62.47, 
  보통주수정주가(기말)＜당기＞,"9,550","4,940","6,530","9,530","17,400","13,750", , 
  BPS＜당기＞,"9,964","10,058","10,929","12,186","13,695",, , 
펼치기 PCR,41.72,-4.41,1.34,2.81,-9.25,,-429.09, 
  보통주수정주가(기말)＜당기＞,"9,550","4,940","6,530","9,530","17,400","13,750", , 
  CPS＜당기＞,229,"-1,121","4,863","3,392","-1,882",, , 
펼치기 PSR,0.68,0.32,0.17,0.24,0.38,,61.55, 
  보통주수정주가(기말)＜당기＞,"9,550","4,940","6,530","9,530","17,400","13,750", , 
  SPS＜당기＞,"13,964","15,267","39,270","40,199","45,433",, , 
펼치기 EV/EBITDA,15.24,14.37,2.81,2.32,4.42,,90.45, 
  EV＜당기＞,"1,009.0",705.0,595.4,707.1,"1,660.1",, , 
  EBITDA＜당기＞,66.2,49.1,211.8,305.0,376.0,, , 
펼치기 DPS,,,,,,, , 
  현금DPS,,,,,,, , 
  주식DPS,,,,,,, , 
  현금배당수익률,,,,,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
