항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-582,40,97,-31,351,,"1,250", 
  당기순이익(지배)＜당기＞,-290.6,20.1,48.4,-15.2,179.1,, , 
  보통주수정평균발행주식수＜당기＞,"49,900,000","49,900,000","49,900,000","49,900,000","51,017,699","51,480,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"1,103","1,145","1,246","1,226","1,402",,14, 
  자본총계(지배)＜당기＞,540.5,561.0,610.5,600.9,709.3,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"48,999,100","48,999,100","48,999,100","48,999,100","50,579,100","50,579,100", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,171,152,209,304,288,,-5, 
  영업활동현금흐름＜당기＞,85.5,75.8,104.5,151.9,146.8,, , 
  보통주수정평균발행주식수＜당기＞,"49,900,000","49,900,000","49,900,000","49,900,000","51,017,699","51,480,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"3,179","2,863","2,669","2,451","3,053",,25, 
  매출액＜당기＞,"1,586.5","1,428.6","1,332.0","1,223.1","1,557.4",, , 
  보통주수정평균발행주식수＜당기＞,"49,900,000","49,900,000","49,900,000","49,900,000","51,017,699","51,480,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,17.30,11.09,N/A,4.78,,109.43, 
  보통주수정주가(기말)＜당기＞,"1,035",698,"1,075","1,550","1,680","1,580", , 
  EPS＜당기＞,-582,40,97,-31,351,, , 
펼치기 PBR,0.94,0.61,0.86,1.26,1.20,,-5.22, 
  보통주수정주가(기말)＜당기＞,"1,035",698,"1,075","1,550","1,680","1,580", , 
  BPS＜당기＞,"1,103","1,145","1,246","1,226","1,402",, , 
펼치기 PCR,6.04,4.60,5.13,5.09,5.84,,14.65, 
  보통주수정주가(기말)＜당기＞,"1,035",698,"1,075","1,550","1,680","1,580", , 
  CPS＜당기＞,171,152,209,304,288,, , 
펼치기 PSR,0.33,0.24,0.40,0.63,0.55,,-12.97, 
  보통주수정주가(기말)＜당기＞,"1,035",698,"1,075","1,550","1,680","1,580", , 
  SPS＜당기＞,"3,179","2,863","2,669","2,451","3,053",, , 
펼치기 EV/EBITDA,-32.38,5.55,7.91,11.49,4.16,,-63.84, 
  EV＜당기＞,710.5,455.9,553.9,687.6,829.0,, , 
  EBITDA＜당기＞,-21.9,82.2,70.0,59.8,199.5,, , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
