항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"2,648","3,191","3,463","3,633","6,810","7,585",87,11
  당기순이익(지배)＜당기＞,403.6,486.4,527.9,553.8,"1,038.1","1,156.2", , 
  보통주수정평균발행주식수＜당기＞,"15,242,370","15,242,370","15,242,370","15,242,370","15,242,370","15,242,370", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"15,088","17,357","19,776","22,224","27,518","32,471",24,18
  자본총계(지배)＜당기＞,"2,279.5","2,628.4","3,001.8","3,373.4","4,177.0","4,928.8", , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"15,107,920","15,143,220","15,179,120","15,179,120","15,179,120",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,"2,302","3,782","2,976","6,548","8,567","8,567",31,0
  영업활동현금흐름＜당기＞,350.9,576.5,453.6,998.0,"1,305.8","1,262.2", , 
  보통주수정평균발행주식수＜당기＞,"15,242,370","15,242,370","15,242,370","15,242,370","15,242,370","15,242,370", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"9,284","9,864","11,173","13,209","18,381","21,521",39,17
  매출액＜당기＞,"1,415.1","1,503.5","1,703.1","2,013.4","2,801.7","3,280.3", , 
  보통주수정평균발행주식수＜당기＞,"15,242,370","15,242,370","15,242,370","15,242,370","15,242,370","15,242,370", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,21.71,14.74,18.57,37.16,29.12,22.65,-21.64,-22.22
  보통주수정주가(기말)＜당기＞,"57,500","47,050","64,300","135,000","198,300","171,800", , 
  EPS＜당기＞,"2,648","3,191","3,463","3,633","6,810","7,585", , 
펼치기 PBR,3.81,2.71,3.25,6.07,7.21,5.29,18.63,-26.58
  보통주수정주가(기말)＜당기＞,"57,500","47,050","64,300","135,000","198,300","171,800", , 
  BPS＜당기＞,"15,088","17,357","19,776","22,224","27,518","32,471", , 
펼치기 PCR,24.98,12.44,21.61,20.62,23.15,20.05,12.27,-13.36
  보통주수정주가(기말)＜당기＞,"57,500","47,050","64,300","135,000","198,300","171,800", , 
  CPS＜당기＞,"2,302","3,782","2,976","6,548","8,567","8,567", , 
펼치기 PSR,6.19,4.77,5.75,10.22,10.79,7.98,5.56,-26.01
  보통주수정주가(기말)＜당기＞,"57,500","47,050","64,300","135,000","198,300","171,800", , 
  SPS＜당기＞,"9,284","9,864","11,173","13,209","18,381","21,521", , 
펼치기 EV/EBITDA,13.08,8.44,11.20,20.97,21.17,15.17,0.93,-28.35
  EV＜당기＞,"7,409.1","5,576.7","8,128.3","18,462.6","27,398.5","22,958.6", , 
  EBITDA＜당기＞,566.4,660.7,725.4,880.4,"1,294.4","1,513.8", , 
펼치기 DPS,"1,000","1,100","1,200","1,500","2,500",,67, 
  현금DPS,"1,000","1,100","1,200","1,500","2,500",, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,1.74,2.34,1.87,1.11,1.26,1.52,0.15,0.26
  현금배당성향(%),37.43,34.25,34.50,41.11,36.56,34.38,-4.56,-2.18
