항목,"2016/12
(IFRS별도)","2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"4,597","1,676","-17,604","-80,258","-10,848",,86, 
  당기순이익(지배)＜당기＞,20.4,7.5,-69.9,-320.5,-60.1,, , 
  보통주수정평균발행주식수＜당기＞,"280,624","329,114","396,834","399,324","554,111","1,366,158", , 
  우선주수정평균발행주식수＜당기＞,"164,060","116,865",0,0,0,0, , 
펼치기 BPS,"45,112","105,182","87,241","22,012","8,726",,-60, 
  자본총계(지배)＜당기＞,201.4,417.4,346.2,89.9,78.2,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"282,335","396,834","396,834","408,247","895,747","1,491,086", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,"164,060",0,0,0,0,0, , 
펼치기 CPS,"-1,245","-15,042","-10,228","-1,257",-434,,66, 
  영업활동현금흐름＜당기＞,-5.5,-67.1,-40.6,-5.0,-2.4,, , 
  보통주수정평균발행주식수＜당기＞,"280,624","329,114","396,834","399,324","554,111","1,366,158", , 
  우선주수정평균발행주식수＜당기＞,"164,060","116,865",0,0,0,0, , 
펼치기 SPS,"64,797","67,461","73,260","64,465","30,304",,-53, 
  매출액＜당기＞,288.1,300.9,290.7,257.4,167.9,, , 
  보통주수정평균발행주식수＜당기＞,"280,624","329,114","396,834","399,324","554,111","1,366,158", , 
  우선주수정평균발행주식수＜당기＞,"164,060","116,865",0,0,0,0, , 
펼치기 PER,,97.15,N/A,N/A,N/A,,-108.79, 
  보통주수정주가(기말)＜당기＞,,"162,800","84,000","142,800","40,300","40,300", , 
  EPS＜당기＞,"4,597","1,676","-17,604","-80,258","-10,848",, , 
펼치기 PBR,0.00,1.55,0.96,6.49,4.62,,-28.81, 
  보통주수정주가(기말)＜당기＞,,"162,800","84,000","142,800","40,300","40,300", , 
  BPS＜당기＞,"45,112","105,182","87,241","22,012","8,726",, , 
펼치기 PCR,,-10.82,-8.21,-113.59,-92.96,,18.16, 
  보통주수정주가(기말)＜당기＞,,"162,800","84,000","142,800","40,300","40,300", , 
  CPS＜당기＞,"-1,245","-15,042","-10,228","-1,257",-434,, , 
펼치기 PSR,,2.41,1.15,2.22,1.33,,-39.96, 
  보통주수정주가(기말)＜당기＞,,"162,800","84,000","142,800","40,300","40,300", , 
  SPS＜당기＞,"64,797","67,461","73,260","64,465","30,304",, , 
펼치기 EV/EBITDA,,14.34,-8.69,-3.91,-21.21,,-441.82, 
  EV＜당기＞,,740.3,531.2,785.4,550.5,, , 
  EBITDA＜당기＞,42.7,51.6,-61.1,-200.7,-26.0,, , 
펼치기 DPS,0,0,0,0,0,, , 
  현금DPS,0,0,0,0,0,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,,0.00,0.00,0.00,0.00,,0.00, 
  현금배당성향(%),0.00,0.00,0.00,0.00,0.00,,0.00, 
