항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-267,-918,264,-598,"-1,711",,-186, 
  당기순이익(지배)＜당기＞,-39.1,-134.8,38.7,-87.7,-251.1,, , 
  보통주수정평균발행주식수＜당기＞,"14,672,884","14,672,884","14,672,884","14,672,884","14,672,884","15,881,483", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"3,027","3,753","3,979","3,936","2,553",,-35, 
  자본총계(지배)＜당기＞,413.4,512.5,543.3,576.8,374.1,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"13,655,601","13,655,601","13,655,601","14,655,598","14,655,598","15,967,160", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,-115,289,-786,-149,264,,277, 
  영업활동현금흐름＜당기＞,-16.8,42.4,-115.3,-21.8,38.8,, , 
  보통주수정평균발행주식수＜당기＞,"14,672,884","14,672,884","14,672,884","14,672,884","14,672,884","15,881,483", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"3,766","1,651","1,810","1,494","2,342",,57, 
  매출액＜당기＞,552.6,242.2,265.6,219.2,343.6,, , 
  보통주수정평균발행주식수＜당기＞,"14,672,884","14,672,884","14,672,884","14,672,884","14,672,884","15,881,483", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,N/A,6.08,N/A,N/A,,50.69, 
  보통주수정주가(기말)＜당기＞,"1,886","1,926","1,603","3,106","4,385","2,960", , 
  EPS＜당기＞,-267,-918,264,-598,"-1,711",, , 
펼치기 PBR,0.62,0.51,0.40,0.79,1.72,,117.65, 
  보통주수정주가(기말)＜당기＞,"1,886","1,926","1,603","3,106","4,385","2,960", , 
  BPS＜당기＞,"3,027","3,753","3,979","3,936","2,553",, , 
펼치기 PCR,-16.46,6.66,-2.04,-20.86,16.60,,179.57, 
  보통주수정주가(기말)＜당기＞,"1,886","1,926","1,603","3,106","4,385","2,960", , 
  CPS＜당기＞,-115,289,-786,-149,264,, , 
펼치기 PSR,0.50,1.17,0.89,2.08,1.87,,-9.92, 
  보통주수정주가(기말)＜당기＞,"1,886","1,926","1,603","3,106","4,385","2,960", , 
  SPS＜당기＞,"3,766","1,651","1,810","1,494","2,342",, , 
펼치기 EV/EBITDA,43.61,-140.72,-15.00,-16.63,22.34,,234.38, 
  EV＜당기＞,830.7,887.4,464.4,665.6,"1,020.5",, , 
  EBITDA＜당기＞,19.0,-6.3,-31.0,-40.0,45.7,, , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
