항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"1,435","1,189","1,391","1,149",587,,-49, 
  당기순이익(지배)＜당기＞,82.6,99.3,118.0,97.5,49.8,, , 
  보통주수정평균발행주식수＜당기＞,"5,756,907","8,354,434","8,486,542","8,486,542","8,486,542","8,486,542", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"4,474","6,658","7,942","8,891","9,435",,6, 
  자본총계(지배)＜당기＞,259.8,565.1,674.0,727.9,772.4,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"5,807,674","8,486,542","8,486,542","8,187,272","8,187,272","8,187,272", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,-160,396,"3,082",581,"-2,400",,-513, 
  영업활동현금흐름＜당기＞,-9.2,33.1,261.6,49.3,-203.7,, , 
  보통주수정평균발행주식수＜당기＞,"5,756,907","8,354,434","8,486,542","8,486,542","8,486,542","8,486,542", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"13,061","10,565","15,182","14,044","11,949",,-15, 
  매출액＜당기＞,751.9,882.6,"1,288.4","1,191.8","1,014.0",, , 
  보통주수정평균발행주식수＜당기＞,"5,756,907","8,354,434","8,486,542","8,486,542","8,486,542","8,486,542", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,,4.88,6.31,12.01,23.53,,95.94, 
  보통주수정주가(기말)＜당기＞,,"5,806","8,774","13,796","13,800","12,950", , 
  EPS＜당기＞,"1,435","1,189","1,391","1,149",587,, , 
펼치기 PBR,0.00,0.87,1.10,1.55,1.46,,-5.74, 
  보통주수정주가(기말)＜당기＞,,"5,806","8,774","13,796","13,800","12,950", , 
  BPS＜당기＞,"4,474","6,658","7,942","8,891","9,435",, , 
펼치기 PCR,,14.65,2.85,23.74,-5.75,,-124.22, 
  보통주수정주가(기말)＜당기＞,,"5,806","8,774","13,796","13,800","12,950", , 
  CPS＜당기＞,-160,396,"3,082",581,"-2,400",, , 
펼치기 PSR,,0.55,0.58,0.98,1.15,,17.57, 
  보통주수정주가(기말)＜당기＞,,"5,806","8,774","13,796","13,800","12,950", , 
  SPS＜당기＞,"13,061","10,565","15,182","14,044","11,949",, , 
펼치기 EV/EBITDA,,1.51,1.16,5.53,12.34,,123.18, 
  EV＜당기＞,,189.9,175.6,696.5,998.6,, , 
  EBITDA＜당기＞,106.7,126.1,151.4,126.0,80.9,, , 
펼치기 DPS,79,99,149,347,154,,-56, 
  현금DPS,79,99,149,347,149,, , 
  주식DPS,0,0,0,0,5,, , 
  현금배당수익률,,1.71,1.69,2.51,1.08,,-1.44, 
  현금배당성향(%),5.57,8.46,10.68,29.10,24.43,,-4.67, 
