항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"-1,338",-901,-220,-158,"-1,137",,-620, 
  당기순이익(지배)＜당기＞,-105.8,-76.2,-18.7,-13.4,-96.9,, , 
  보통주수정평균발행주식수＜당기＞,"7,907,322","8,464,265","8,485,499","8,498,294","8,524,523","8,524,523", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"4,427","3,572","3,353","3,385","2,224",,-34, 
  자본총계(지배)＜당기＞,371.2,303.1,284.5,288.5,189.6,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"8,384,543","8,485,499","8,485,499","8,524,523","8,524,523","8,524,523", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,-144,-145,352,675,-196,,-129, 
  영업활동현금흐름＜당기＞,-11.4,-12.3,29.9,57.4,-16.7,, , 
  보통주수정평균발행주식수＜당기＞,"7,907,322","8,464,265","8,485,499","8,498,294","8,524,523","8,524,523", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"4,306","5,147","6,358","6,146","4,747",,-23, 
  매출액＜당기＞,340.5,435.7,539.5,522.3,404.6,, , 
  보통주수정평균발행주식수＜당기＞,"7,907,322","8,464,265","8,485,499","8,498,294","8,524,523","8,524,523", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,N/A,N/A,N/A,N/A,N/A,,90.04, 
  보통주수정주가(기말)＜당기＞,"10,950","5,780","6,750","10,950","7,850","6,120", , 
  EPS＜당기＞,"-1,338",-901,-220,-158,"-1,137",, , 
펼치기 PBR,2.47,1.62,2.01,3.24,3.53,,9.11, 
  보통주수정주가(기말)＜당기＞,"10,950","5,780","6,750","10,950","7,850","6,120", , 
  BPS＜당기＞,"4,427","3,572","3,353","3,385","2,224",, , 
펼치기 PCR,-76.13,-39.86,19.17,16.22,-39.96,,-346.35, 
  보통주수정주가(기말)＜당기＞,"10,950","5,780","6,750","10,950","7,850","6,120", , 
  CPS＜당기＞,-144,-145,352,675,-196,, , 
펼치기 PSR,2.54,1.12,1.06,1.78,1.65,,-7.17, 
  보통주수정주가(기말)＜당기＞,"10,950","5,780","6,750","10,950","7,850","6,120", , 
  SPS＜당기＞,"4,306","5,147","6,358","6,146","4,747",, , 
펼치기 EV/EBITDA,-31.90,-25.43,12.36,12.32,-25.89,,-310.12, 
  EV＜당기＞,"1,093.8",675.3,761.5,"1,054.2",824.8,, , 
  EBITDA＜당기＞,-34.3,-26.6,61.6,85.5,-31.9,, , 
펼치기 DPS,15,0,15,,,, , 
  현금DPS,15,0,15,,,, , 
  주식DPS,0,0,0,,,, , 
  현금배당수익률,0.14,0.00,0.22,,,, , 
  현금배당성향(%),-1.19,0.00,-6.81,0.00,,, , 
