항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-3,-210,0,6,746,,"12,946", 
  당기순이익(지배)＜당기＞,-0.8,-52.5,0.1,1.4,186.5,, , 
  보통주수정평균발행주식수＜당기＞,"25,000,000","25,000,000","25,000,000","25,000,000","25,000,000","25,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"3,003","2,684","2,556","6,619","13,329",,101, 
  자본총계(지배)＜당기＞,750.7,671.0,639.0,"1,654.7","3,330.3",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"24,999,994","24,999,994","24,999,994","24,999,994","24,985,652","24,985,652", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,148,504,"1,203",508,"1,081",,113, 
  영업활동현금흐름＜당기＞,36.9,125.9,300.8,127.1,270.2,, , 
  보통주수정평균발행주식수＜당기＞,"25,000,000","25,000,000","25,000,000","25,000,000","25,000,000","25,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"18,272","20,258","19,949","24,510","26,148",,7, 
  매출액＜당기＞,"4,568.0","5,064.4","4,987.2","6,127.5","6,537.0",, , 
  보통주수정평균발행주식수＜당기＞,"25,000,000","25,000,000","25,000,000","25,000,000","25,000,000","25,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,N/A,"24,405.55","1,779.85",11.66,,-99.34, 
  보통주수정주가(기말)＜당기＞,"3,782","3,313","5,148","10,180","8,700","7,650", , 
  EPS＜당기＞,-3,-210,0,6,746,, , 
펼치기 PBR,1.26,1.23,2.01,1.54,0.65,,-57.56, 
  보통주수정주가(기말)＜당기＞,"3,782","3,313","5,148","10,180","8,700","7,650", , 
  BPS＜당기＞,"3,003","2,684","2,556","6,619","13,329",, , 
펼치기 PCR,25.61,6.58,4.28,20.03,8.05,,-59.82, 
  보통주수정주가(기말)＜당기＞,"3,782","3,313","5,148","10,180","8,700","7,650", , 
  CPS＜당기＞,148,504,"1,203",508,"1,081",, , 
펼치기 PSR,0.21,0.16,0.26,0.42,0.33,,-19.89, 
  보통주수정주가(기말)＜당기＞,"3,782","3,313","5,148","10,180","8,700","7,650", , 
  SPS＜당기＞,"18,272","20,258","19,949","24,510","26,148",, , 
펼치기 EV/EBITDA,20.88,26.11,8.06,11.33,8.94,,-21.14, 
  EV＜당기＞,709.8,668.0,"1,398.5","2,457.9","2,232.6",, , 
  EBITDA＜당기＞,34.0,25.6,173.5,216.9,249.9,, , 
펼치기 DPS,83,83,138,138,200,,45, 
  현금DPS,83,83,138,138,200,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,2.18,2.49,2.67,1.35,2.30,,0.95, 
  현금배당성향(%),"-2,644.68",-39.32,"65,227.49","2,405.86",26.79,,"-2,379.07", 
