항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,525,736,317,450,834,,85, 
  당기순이익(지배)＜당기＞,41.4,58.0,25.0,35.4,65.7,, , 
  보통주수정평균발행주식수＜당기＞,"7,874,963","7,874,963","7,874,963","7,874,963",,, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,,, , 
펼치기 BPS,"9,208","9,847","10,078","10,503","11,311",,8, 
  자본총계(지배)＜당기＞,725.1,775.4,793.6,827.0,890.7,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"7,874,557","7,874,557","7,874,557","7,874,557","7,874,557",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,"1,907","2,727","1,778","1,915","2,165",,13, 
  영업활동현금흐름＜당기＞,150.2,214.8,140.0,150.8,170.5,, , 
  보통주수정평균발행주식수＜당기＞,"7,874,963","7,874,963","7,874,963","7,874,963",,, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,,, , 
펼치기 SPS,"16,286","14,634","15,040","14,921","18,078",,21, 
  매출액＜당기＞,"1,282.5","1,152.4","1,184.4","1,175.0","1,423.6",, , 
  보통주수정평균발행주식수＜당기＞,"7,874,963","7,874,963","7,874,963","7,874,963",,, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,,, , 
펼치기 PER,10.57,5.75,14.30,11.18,7.91,,-29.19, 
  보통주수정주가(기말)＜당기＞,"5,550","4,235","4,535","5,030","6,600","7,880", , 
  EPS＜당기＞,525,736,317,450,834,, , 
펼치기 PBR,0.60,0.43,0.45,0.48,0.58,,21.83, 
  보통주수정주가(기말)＜당기＞,"5,550","4,235","4,535","5,030","6,600","7,880", , 
  BPS＜당기＞,"9,208","9,847","10,078","10,503","11,311",, , 
펼치기 PCR,2.91,1.55,2.55,2.63,3.05,,16.04, 
  보통주수정주가(기말)＜당기＞,"5,550","4,235","4,535","5,030","6,600","7,880", , 
  CPS＜당기＞,"1,907","2,727","1,778","1,915","2,165",, , 
펼치기 PSR,0.34,0.29,0.30,0.34,0.37,,8.30, 
  보통주수정주가(기말)＜당기＞,"5,550","4,235","4,535","5,030","6,600","7,880", , 
  SPS＜당기＞,"16,286","14,634","15,040","14,921","18,078",, , 
펼치기 EV/EBITDA,4.17,4.35,4.81,3.68,3.27,,-11.18, 
  EV＜당기＞,791.8,630.0,622.7,555.6,638.0,, , 
  EBITDA＜당기＞,189.7,144.9,129.5,150.9,195.1,, , 
펼치기 DPS,80,60,50,50,70,,40, 
  현금DPS,80,60,50,50,70,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,1.44,1.42,1.10,0.99,1.06,,0.07, 
  현금배당성향(%),15.23,8.15,15.76,11.11,8.39,,-2.72, 
