항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-82,"-1,193",-686,-876,-885,,-1, 
  당기순이익(지배)＜당기＞,-17.8,-269.1,-220.6,-310.3,-393.8,, , 
  보통주수정평균발행주식수＜당기＞,"21,580,000","21,641,020","31,788,902","35,421,270","44,511,192","47,293,026", , 
  우선주수정평균발행주식수＜당기＞,"119,034","922,970","363,237",0,0,0, , 
펼치기 BPS,-42,28,814,-39,"2,263",,"5,836", 
  자본총계(지배)＜당기＞,-9.2,8.2,288.5,-14.0,"1,068.3",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"21,580,000","28,351,710","35,421,270","35,421,270","47,206,389","47,320,139", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,"506,029","706,956",0,0,0,0, , 
펼치기 CPS,-104,-461,-382,-377,-579,,-53, 
  영업활동현금흐름＜당기＞,-22.5,-103.9,-123.0,-133.7,-257.5,, , 
  보통주수정평균발행주식수＜당기＞,"21,580,000","21,641,020","31,788,902","35,421,270","44,511,192","47,293,026", , 
  우선주수정평균발행주식수＜당기＞,"119,034","922,970","363,237",0,0,0, , 
펼치기 SPS,0,0,6,0,72,, , 
  매출액＜당기＞,,,1.8,,32.3,, , 
  보통주수정평균발행주식수＜당기＞,"21,580,000","21,641,020","31,788,902","35,421,270","44,511,192","47,293,026", , 
  우선주수정평균발행주식수＜당기＞,"119,034","922,970","363,237",0,0,0, , 
펼치기 PER,,,,,N/A,, , 
  보통주수정주가(기말)＜당기＞,,,,,"9,600","6,700", , 
  EPS＜당기＞,-82,"-1,193",-686,-876,-885,, , 
펼치기 PBR,0.00,0.00,0.00,0.00,4.24,, , 
  보통주수정주가(기말)＜당기＞,,,,,"9,600","6,700", , 
  BPS＜당기＞,-42,28,814,-39,"2,263",, , 
펼치기 PCR,,,,,-16.59,, , 
  보통주수정주가(기말)＜당기＞,,,,,"9,600","6,700", , 
  CPS＜당기＞,-104,-461,-382,-377,-579,, , 
펼치기 PSR,,,,,132.42,, , 
  보통주수정주가(기말)＜당기＞,,,,,"9,600","6,700", , 
  SPS＜당기＞,0,0,6,0,72,, , 
펼치기 EV/EBITDA,,,,,-21.58,, , 
  EV＜당기＞,,,,,"4,945.2",, , 
  EBITDA＜당기＞,-10.9,-154.4,-96.5,-195.0,-229.2,, , 
펼치기 DPS,0,0,0,0,0,, , 
  현금DPS,0,0,0,0,0,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,,,,,0.00,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
