항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,776,696,"1,572","2,199","3,231",,47, 
  당기순이익(지배)＜당기＞,64.8,58.1,131.2,183.6,269.8,, , 
  보통주수정평균발행주식수＜당기＞,"8,350,000","8,350,000","8,350,000","8,350,000","8,350,000","8,350,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"22,298","21,048","22,641","24,775","27,983",,13, 
  자본총계(지배)＜당기＞,"1,861.9","1,757.5","1,890.5","2,068.7","2,336.6",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"8,350,000","8,350,000","8,350,000","8,350,000","8,350,000",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,"1,210","1,451","4,763","9,985","4,292",,-57, 
  영업활동현금흐름＜당기＞,101.0,121.1,397.7,833.8,358.4,, , 
  보통주수정평균발행주식수＜당기＞,"8,350,000","8,350,000","8,350,000","8,350,000","8,350,000","8,350,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"8,610","10,401","13,806","18,688","25,161",,35, 
  매출액＜당기＞,718.9,868.5,"1,152.8","1,560.4","2,100.9",, , 
  보통주수정평균발행주식수＜당기＞,"8,350,000","8,350,000","8,350,000","8,350,000","8,350,000","8,350,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,8.75,7.41,4.00,2.86,1.94,,-31.94, 
  보통주수정주가(기말)＜당기＞,"6,790","5,160","6,280","6,280","6,280","6,280", , 
  EPS＜당기＞,776,696,"1,572","2,199","3,231",, , 
펼치기 PBR,0.30,0.25,0.28,0.25,0.22,,-11.46, 
  보통주수정주가(기말)＜당기＞,"6,790","5,160","6,280","6,280","6,280","6,280", , 
  BPS＜당기＞,"22,298","21,048","22,641","24,775","27,983",, , 
펼치기 PCR,5.61,3.56,1.32,0.63,1.46,,132.65, 
  보통주수정주가(기말)＜당기＞,"6,790","5,160","6,280","6,280","6,280","6,280", , 
  CPS＜당기＞,"1,210","1,451","4,763","9,985","4,292",, , 
펼치기 PSR,0.79,0.50,0.45,0.34,0.25,,-25.73, 
  보통주수정주가(기말)＜당기＞,"6,790","5,160","6,280","6,280","6,280","6,280", , 
  SPS＜당기＞,"8,610","10,401","13,806","18,688","25,161",, , 
펼치기 EV/EBITDA,2.29,2.33,1.69,0.91,0.11,,-88.05, 
  EV＜당기＞,357.4,435.8,535.5,325.1,44.5,, , 
  EBITDA＜당기＞,156.0,187.2,316.5,358.8,411.4,, , 
펼치기 DPS,75,50,25,25,25,,0, 
  현금DPS,75,50,25,25,25,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,1.10,0.97,0.40,0.40,0.40,,0.00, 
  현금배당성향(%),9.67,7.18,1.59,1.14,0.77,,-0.36, 
