항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,145,75,41,121,217,,79, 
  당기순이익(지배)＜당기＞,38.5,19.9,10.9,33.9,62.4,, , 
  보통주수정평균발행주식수＜당기＞,"26,607,467","26,607,467","26,846,074","27,948,260","28,771,320","29,025,672", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,550,514,939,"1,047","1,294",,24, 
  자본총계(지배)＜당기＞,146.4,136.8,242.0,287.6,369.9,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"26,607,467","26,607,467","25,778,484","27,478,484","28,588,344","29,025,672", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,106,148,47,159,245,,54, 
  영업활동현금흐름＜당기＞,28.1,39.4,12.7,44.5,70.4,, , 
  보통주수정평균발행주식수＜당기＞,"26,607,467","26,607,467","26,846,074","27,948,260","28,771,320","29,025,672", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"1,759","1,817","1,948","2,188","2,721",,24, 
  매출액＜당기＞,468.1,483.5,523.0,611.6,782.8,, , 
  보통주수정평균발행주식수＜당기＞,"26,607,467","26,607,467","26,846,074","27,948,260","28,771,320","29,025,672", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,,,48.82,18.28,16.03,,-12.30, 
  보통주수정주가(기말)＜당기＞,,,"1,990","2,215","3,480","3,380", , 
  EPS＜당기＞,145,75,41,121,217,, , 
펼치기 PBR,,,2.12,2.12,2.69,,27.06, 
  보통주수정주가(기말)＜당기＞,,,"1,990","2,215","3,480","3,380", , 
  BPS＜당기＞,550,514,939,"1,047","1,294",, , 
펼치기 PCR,,,41.90,13.93,14.23,,2.17, 
  보통주수정주가(기말)＜당기＞,,,"1,990","2,215","3,480","3,380", , 
  CPS＜당기＞,106,148,47,159,245,, , 
펼치기 PSR,,,1.02,1.01,1.28,,26.37, 
  보통주수정주가(기말)＜당기＞,,,"1,990","2,215","3,480","3,380", , 
  SPS＜당기＞,"1,759","1,817","1,948","2,188","2,721",, , 
펼치기 EV/EBITDA,,,11.03,11.38,11.88,,4.42, 
  EV＜당기＞,,,588.2,672.9,"1,058.2",, , 
  EBITDA＜당기＞,60.9,51.0,53.3,59.2,89.1,, , 
펼치기 DPS,0,0,40,40,45,,13, 
  현금DPS,0,0,40,40,45,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.00,0.00,2.01,1.81,1.29,,-0.51, 
  현금배당성향(%),0.00,0.00,94.71,32.46,20.60,,-11.86, 
