항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,102,120,137,-95,-107,,-13, 
  당기순이익(지배)＜당기＞,18.8,25.7,29.5,-22.0,-25.8,, , 
  보통주수정평균발행주식수＜당기＞,"18,386,385","21,474,112","21,561,138","23,091,275","23,986,597","26,406,598", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"1,768","1,942","2,177","2,011","2,117",,5, 
  자본총계(지배)＜당기＞,371.4,407.8,423.2,442.9,493.4,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"20,999,743","20,999,743","19,437,245","22,025,479","23,299,897","24,574,319", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,213,-237,257,370,-39,,-111, 
  영업활동현금흐름＜당기＞,39.2,-50.8,55.3,85.3,-9.4,, , 
  보통주수정평균발행주식수＜당기＞,"18,386,385","21,474,112","21,561,138","23,091,275","23,986,597","26,406,598", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"7,582","6,518","6,298","6,035","6,693",,11, 
  매출액＜당기＞,"1,394.1","1,399.8","1,357.9","1,393.6","1,605.5",, , 
  보통주수정평균발행주식수＜당기＞,"18,386,385","21,474,112","21,561,138","23,091,275","23,986,597","26,406,598", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,14.96,10.54,10.69,N/A,N/A,,-100.59, 
  보통주수정주가(기말)＜당기＞,"1,530","1,260","1,465","2,285","5,160","2,770", , 
  EPS＜당기＞,102,120,137,-95,-107,, , 
펼치기 PBR,0.87,0.65,0.67,1.14,2.44,,114.45, 
  보통주수정주가(기말)＜당기＞,"1,530","1,260","1,465","2,285","5,160","2,770", , 
  BPS＜당기＞,"1,768","1,942","2,177","2,011","2,117",, , 
펼치기 PCR,7.18,-5.33,5.71,6.18,-131.17,,"-2,221.14", 
  보통주수정주가(기말)＜당기＞,"1,530","1,260","1,465","2,285","5,160","2,770", , 
  CPS＜당기＞,213,-237,257,370,-39,, , 
펼치기 PSR,0.20,0.19,0.23,0.38,0.77,,103.62, 
  보통주수정주가(기말)＜당기＞,"1,530","1,260","1,465","2,285","5,160","2,770", , 
  SPS＜당기＞,"7,582","6,518","6,298","6,035","6,693",, , 
펼치기 EV/EBITDA,8.08,7.44,11.59,18.21,19.49,,6.99, 
  EV＜당기＞,698.3,690.6,797.3,913.3,"1,761.7",, , 
  EBITDA＜당기＞,86.4,92.8,68.8,50.1,90.4,, , 
펼치기 DPS,20,20,10,10,15,,50, 
  현금DPS,20,20,10,10,15,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,1.31,1.59,0.68,0.44,0.29,,-0.15, 
  현금배당성향(%),22.33,16.36,6.58,-9.99,-13.56,,-3.57, 
