항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,494,439,780,"1,793","1,101",,-39, 
  당기순이익(지배)＜당기＞,112.2,117.9,212.1,488.0,329.9,, , 
  보통주수정평균발행주식수＜당기＞,"22,723,235","26,856,813","27,213,580","27,213,580","29,953,304","31,278,618", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"8,147","7,290","8,225","10,446","10,713",,3, 
  자본총계(지배)＜당기＞,"1,614.7","1,717.5","1,937.9","2,461.2","2,959.6",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"19,819,141","23,560,696","23,560,696","23,560,696","27,625,734","27,625,734", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,282,661,434,-305,95,,131, 
  영업활동현금흐름＜당기＞,64.0,177.5,118.1,-82.9,28.3,, , 
  보통주수정평균발행주식수＜당기＞,"22,723,235","26,856,813","27,213,580","27,213,580","29,953,304","31,278,618", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"19,081","14,633","13,158","10,807","9,366",,-13, 
  매출액＜당기＞,"4,335.8","3,929.8","3,580.7","2,940.9","2,805.4",, , 
  보통주수정평균발행주식수＜당기＞,"22,723,235","26,856,813","27,213,580","27,213,580","29,953,304","31,278,618", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,7.83,5.81,3.62,1.65,2.85,,73.31, 
  보통주수정주가(기말)＜당기＞,"3,865","2,550","2,825","2,950","3,140","3,140", , 
  EPS＜당기＞,494,439,780,"1,793","1,101",, , 
펼치기 PBR,0.47,0.35,0.34,0.28,0.29,,3.79, 
  보통주수정주가(기말)＜당기＞,"3,865","2,550","2,825","2,950","3,140","3,140", , 
  BPS＜당기＞,"8,147","7,290","8,225","10,446","10,713",, , 
펼치기 PCR,13.71,3.86,6.51,-9.68,33.20,,442.81, 
  보통주수정주가(기말)＜당기＞,"3,865","2,550","2,825","2,950","3,140","3,140", , 
  CPS＜당기＞,282,661,434,-305,95,, , 
펼치기 PSR,0.20,0.17,0.21,0.27,0.34,,22.82, 
  보통주수정주가(기말)＜당기＞,"3,865","2,550","2,825","2,950","3,140","3,140", , 
  SPS＜당기＞,"19,081","14,633","13,158","10,807","9,366",, , 
펼치기 EV/EBITDA,7.31,9.10,10.04,20.35,29.27,,43.87, 
  EV＜당기＞,"1,455.9","1,064.3","1,424.9","1,879.2","1,943.5",, , 
  EBITDA＜당기＞,199.0,117.0,141.9,92.4,66.4,, , 
펼치기 DPS,15,15,15,15,,, , 
  현금DPS,15,15,15,15,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.39,0.59,0.53,0.51,,, , 
  현금배당성향(%),2.65,3.00,1.67,0.72,,, , 
