항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,,,"-1,380",-135,"-1,349","1,222",-901,191
  당기순이익(지배)＜당기＞,,,-229.1,-22.5,-252.3,268.5, , 
  보통주수정평균발행주식수＜당기＞,"5,950,680","12,336,990","16,689,660","16,699,800","17,542,331","21,977,166", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,"1,166,027",0, , 
펼치기 BPS,,,-19,-136,"5,623","4,227","4,240",-25
  자본총계(지배)＜당기＞,,,-3.2,-22.7,"1,235.8",929.0, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"12,000,000","13,000,000","16,699,800","16,699,800","21,977,166","21,977,166", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,,,-189,95,432,"1,433",354,232
  영업활동현금흐름＜당기＞,,,-31.6,15.9,80.8,350.0, , 
  보통주수정평균발행주식수＜당기＞,"5,950,680","12,336,990","16,689,660","16,699,800","17,542,331","21,977,166", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,"1,166,027",0, , 
펼치기 SPS,,,101,781,"2,138","3,192",174,49
  매출액＜당기＞,,,16.8,130.5,400.0,701.6, , 
  보통주수정평균발행주식수＜당기＞,"5,950,680","12,336,990","16,689,660","16,699,800","17,542,331","21,977,166", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,"1,166,027",0, , 
펼치기 PER,,,,,N/A,27.67, ,145.56
  보통주수정주가(기말)＜당기＞,,,,,"81,900","33,800", , 
  EPS＜당기＞,,,"-1,380",-135,"-1,349","1,222", , 
펼치기 PBR,,,0.00,0.00,14.57,8.00, ,-45.10
  보통주수정주가(기말)＜당기＞,,,,,"81,900","33,800", , 
  BPS＜당기＞,,,-19,-136,"5,623","4,227", , 
펼치기 PCR,,,,,189.63,23.58, ,-87.56
  보통주수정주가(기말)＜당기＞,,,,,"81,900","33,800", , 
  CPS＜당기＞,,,-189,95,432,"1,433", , 
펼치기 PSR,,,,,38.30,10.59, ,-72.36
  보통주수정주가(기말)＜당기＞,,,,,"81,900","33,800", , 
  SPS＜당기＞,,,101,781,"2,138","3,192", , 
펼치기 EV/EBITDA,,,,,125.75,20.95, ,-83.34
  EV＜당기＞,,,,,"17,133.9","6,495.9", , 
  EBITDA＜당기＞,,,-76.7,0.6,136.2,310.1, , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,,,,,,0.00, , 
  현금배당성향(%),,,0.00,0.00,,, , 
