항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,413,466,483,"1,765","1,108",,-37, 
  당기순이익(지배)＜당기＞,39.9,46.5,54.7,199.9,125.5,, , 
  보통주수정평균발행주식수＜당기＞,"9,671,440","9,979,555","11,325,610","11,325,610","11,325,610",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"1,601","2,532","2,906","4,694","5,527",,18, 
  자본총계(지배)＜당기＞,156.5,286.8,325.2,525.3,610.1,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"9,780,610","11,325,610","11,192,019","11,192,019","11,038,533","11,016,581", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,247,300,263,891,917,,3, 
  영업활동현금흐름＜당기＞,23.9,30.0,29.8,100.9,103.9,, , 
  보통주수정평균발행주식수＜당기＞,"9,671,440","9,979,555","11,325,610","11,325,610","11,325,610",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"5,100","5,674","5,305","9,413","7,571",,-20, 
  매출액＜당기＞,493.2,566.3,600.9,"1,066.0",857.5,, , 
  보통주수정평균발행주식수＜당기＞,"9,671,440","9,979,555","11,325,610","11,325,610","11,325,610",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,,14.69,17.27,9.63,10.83,,12.40, 
  보통주수정주가(기말)＜당기＞,,"6,850","8,340","17,000","12,000","9,370", , 
  EPS＜당기＞,413,466,483,"1,765","1,108",, , 
펼치기 PBR,0.00,2.71,2.87,3.62,2.17,,-40.05, 
  보통주수정주가(기말)＜당기＞,,"6,850","8,340","17,000","12,000","9,370", , 
  BPS＜당기＞,"1,601","2,532","2,906","4,694","5,527",, , 
펼치기 PCR,,22.80,31.69,19.08,13.08,,-31.42, 
  보통주수정주가(기말)＜당기＞,,"6,850","8,340","17,000","12,000","9,370", , 
  CPS＜당기＞,247,300,263,891,917,, , 
펼치기 PSR,,1.21,1.57,1.81,1.58,,-12.25, 
  보통주수정주가(기말)＜당기＞,,"6,850","8,340","17,000","12,000","9,370", , 
  SPS＜당기＞,"5,100","5,674","5,305","9,413","7,571",, , 
펼치기 EV/EBITDA,,14.63,16.98,7.49,8.92,,19.13, 
  EV＜당기＞,,693.1,892.0,"1,785.0","1,188.4",, , 
  EBITDA＜당기＞,46.8,47.4,52.5,238.4,133.2,, , 
펼치기 DPS,80,50,50,200,140,,-30, 
  현금DPS,80,50,50,200,140,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,,0.73,0.60,1.18,1.17,,-0.01, 
  현금배당성향(%),19.59,12.17,6.94,11.20,12.31,,1.11, 
