항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-280,"-5,321","-4,383",-848,"-1,882",,-122, 
  당기순이익(지배)＜당기＞,-17.4,-400.9,-425.5,-96.3,-225.2,, , 
  보통주수정평균발행주식수＜당기＞,"3,282,000","3,319,782","5,264,975","11,021,754","11,967,315","12,088,927", , 
  우선주수정평균발행주식수＜당기＞,"2,950,748","4,215,974","4,443,497","343,096",0,0, , 
펼치기 BPS,"-1,391","-4,713","1,704","5,312","3,711",,-30, 
  자본총계(지배)＜당기＞,-86.7,-446.0,168.5,630.8,446.1,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"3,282,000","3,620,418","9,172,646","11,874,615","12,021,854","12,120,570", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,"2,950,748","5,842,586","714,828",0,0,0, , 
펼치기 CPS,-800,-871,-868,-958,"-1,120",,-17, 
  영업활동현금흐름＜당기＞,-49.9,-65.6,-84.2,-108.9,-134.0,, , 
  보통주수정평균발행주식수＜당기＞,"3,282,000","3,319,782","5,264,975","11,021,754","11,967,315","12,088,927", , 
  우선주수정평균발행주식수＜당기＞,"2,950,748","4,215,974","4,443,497","343,096",0,0, , 
펼치기 SPS,5,4,17,28,37,,30, 
  매출액＜당기＞,0.3,0.3,1.7,3.2,4.4,, , 
  보통주수정평균발행주식수＜당기＞,"3,282,000","3,319,782","5,264,975","11,021,754","11,967,315","12,088,927", , 
  우선주수정평균발행주식수＜당기＞,"2,950,748","4,215,974","4,443,497","343,096",0,0, , 
펼치기 PER,,,,N/A,N/A,,82.25, 
  보통주수정주가(기말)＜당기＞,,,,"49,350","19,450","11,200", , 
  EPS＜당기＞,-280,"-5,321","-4,383",-848,"-1,882",, , 
펼치기 PBR,0.00,0.00,0.00,9.29,5.24,,-43.58, 
  보통주수정주가(기말)＜당기＞,,,,"49,350","19,450","11,200", , 
  BPS＜당기＞,"-1,391","-4,713","1,704","5,312","3,711",, , 
펼치기 PCR,,,,-51.50,-17.37,,66.28, 
  보통주수정주가(기말)＜당기＞,,,,"49,350","19,450","11,200", , 
  CPS＜당기＞,-800,-871,-868,-958,"-1,120",, , 
펼치기 PSR,,,,"1,752.64",529.90,,-69.77, 
  보통주수정주가(기말)＜당기＞,,,,"49,350","19,450","11,200", , 
  SPS＜당기＞,5,4,17,28,37,, , 
펼치기 EV/EBITDA,,,,-37.51,-20.00,,46.69, 
  EV＜당기＞,,,,"5,573.5","2,203.5",, , 
  EBITDA＜당기＞,-51.0,-82.5,-110.4,-148.6,-110.2,, , 
펼치기 DPS,0,0,0,0,0,, , 
  현금DPS,0,0,0,0,0,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,,,,0.00,0.00,,0.00, 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
