항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,,,189,9,182,,"1,946", 
  당기순이익(지배)＜당기＞,,,17.2,1.8,36.8,, , 
  보통주수정평균발행주식수＜당기＞,"7,513,596","7,513,596","9,120,025","19,747,691","20,183,845","21,169,461", , 
  우선주수정평균발행주식수＜당기＞,"8,278","8,278","7,153",0,0,0, , 
펼치기 BPS,,,478,"1,054","1,248",,18, 
  자본총계(지배)＜당기＞,,,94.4,207.9,261.0,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"7,513,596","7,513,596","19,747,691","19,731,858","20,917,197","21,202,589", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,"8,278","8,278",0,0,0,0, , 
펼치기 CPS,,,213,221,213,,-4, 
  영업활동현금흐름＜당기＞,,,19.4,43.6,43.1,, , 
  보통주수정평균발행주식수＜당기＞,"7,513,596","7,513,596","9,120,025","19,747,691","20,183,845","21,169,461", , 
  우선주수정평균발행주식수＜당기＞,"8,278","8,278","7,153",0,0,0, , 
펼치기 SPS,,0,"2,122","1,408","1,602",,14, 
  매출액＜당기＞,,,193.6,278.1,323.3,, , 
  보통주수정평균발행주식수＜당기＞,"7,513,596","7,513,596","9,120,025","19,747,691","20,183,845","21,169,461", , 
  우선주수정평균발행주식수＜당기＞,"8,278","8,278","7,153",0,0,0, , 
펼치기 PER,,,,316.31,26.05,,-91.77, 
  보통주수정주가(기말)＜당기＞,,,,"2,820","4,750","4,210", , 
  EPS＜당기＞,,,189,9,182,, , 
펼치기 PBR,,,,2.68,3.81,,42.26, 
  보통주수정주가(기말)＜당기＞,,,,"2,820","4,750","4,210", , 
  BPS＜당기＞,,,478,"1,054","1,248",, , 
펼치기 PCR,,,,12.76,22.27,,74.55, 
  보통주수정주가(기말)＜당기＞,,,,"2,820","4,750","4,210", , 
  CPS＜당기＞,,,213,221,213,, , 
펼치기 PSR,,,,2.00,2.97,,48.07, 
  보통주수정주가(기말)＜당기＞,,,,"2,820","4,750","4,210", , 
  SPS＜당기＞,,0,"2,122","1,408","1,602",, , 
펼치기 EV/EBITDA,,,,7.60,16.56,,118.02, 
  EV＜당기＞,,,,403.9,873.9,, , 
  EBITDA＜당기＞,,0.0,29.5,53.2,52.8,, , 
펼치기 DPS,0,0,0,0,0,, , 
  현금DPS,0,0,0,0,0,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,,0.00,0.00,0.00,0.00,,0.00, 
  현금배당성향(%),,,0.00,0.00,,, , 
