항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,122,159,204,-194,-161,,17, 
  당기순이익(지배)＜당기＞,19.8,25.7,33.0,-31.4,-26.0,, , 
  보통주수정평균발행주식수＜당기＞,"16,213,590","16,213,590","16,213,590","16,213,590","16,213,590","16,213,590", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"3,913","4,031","4,179","4,006","3,814",,-5, 
  자본총계(지배)＜당기＞,607.3,625.7,648.7,601.4,591.5,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"15,520,720","15,520,720","15,520,720","15,010,720","15,510,720","15,510,720", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,162,377,433,180,-119,,-166, 
  영업활동현금흐름＜당기＞,26.2,61.1,70.2,29.3,-19.3,, , 
  보통주수정평균발행주식수＜당기＞,"16,213,590","16,213,590","16,213,590","16,213,590","16,213,590","16,213,590", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"5,605","6,020","5,930","5,147","5,265",,2, 
  매출액＜당기＞,908.8,976.0,961.5,834.5,853.7,, , 
  보통주수정평균발행주식수＜당기＞,"16,213,590","16,213,590","16,213,590","16,213,590","16,213,590","16,213,590", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,16.67,12.47,9.82,N/A,N/A,,-71.20, 
  보통주수정주가(기말)＜당기＞,"2,035","1,980","2,000","2,020","2,865","2,655", , 
  EPS＜당기＞,122,159,204,-194,-161,, , 
펼치기 PBR,0.52,0.49,0.48,0.50,0.75,,49.00, 
  보통주수정주가(기말)＜당기＞,"2,035","1,980","2,000","2,020","2,865","2,655", , 
  BPS＜당기＞,"3,913","4,031","4,179","4,006","3,814",, , 
펼치기 PCR,12.60,5.26,4.62,11.19,-24.02,,-314.59, 
  보통주수정주가(기말)＜당기＞,"2,035","1,980","2,000","2,020","2,865","2,655", , 
  CPS＜당기＞,162,377,433,180,-119,, , 
펼치기 PSR,0.36,0.33,0.34,0.39,0.54,,38.64, 
  보통주수정주가(기말)＜당기＞,"2,035","1,980","2,000","2,020","2,865","2,655", , 
  SPS＜당기＞,"5,605","6,020","5,930","5,147","5,265",, , 
펼치기 EV/EBITDA,9.60,8.89,10.18,43.25,294.76,,581.52, 
  EV＜당기＞,441.7,450.2,518.1,595.9,746.7,, , 
  EBITDA＜당기＞,46.0,50.7,50.9,13.8,2.5,, , 
펼치기 DPS,50,50,50,30,30,,0, 
  현금DPS,50,50,50,30,30,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,2.46,2.53,2.50,1.49,1.05,,-0.44, 
  현금배당성향(%),33.64,30.15,20.03,-14.33,-17.87,,-3.54, 
