항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"1,940","2,632","1,370","2,942","2,162",,-27, 
  당기순이익(지배)＜당기＞,394.4,535.2,126.2,592.0,466.2,, , 
  보통주수정평균발행주식수＜당기＞,"20,331,604","20,331,604","9,207,274","20,120,150","21,562,395","21,562,395", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"11,230","13,549","21,380","10,092","12,142",,20, 
  자본총계(지배)＜당기＞,"2,283.2","2,716.0","1,140.4","1,975.1","2,515.4",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"20,331,604","20,046,091","5,333,897","19,569,880","20,716,399","20,665,938", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,886,"2,042","1,315",489,"1,321",,170, 
  영업활동현금흐름＜당기＞,180.1,415.2,121.1,98.3,284.8,, , 
  보통주수정평균발행주식수＜당기＞,"20,331,604","20,331,604","9,207,274","20,120,150","21,562,395","21,562,395", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"13,545","2,798","3,202","1,977","3,785",,91, 
  매출액＜당기＞,"2,753.9",569.0,294.8,397.7,816.2,, , 
  보통주수정평균발행주식수＜당기＞,"20,331,604","20,331,604","9,207,274","20,120,150","21,562,395","21,562,395", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,16.27,5.73,6.23,2.82,8.28,,193.52, 
  보통주수정주가(기말)＜당기＞,"31,559","15,075","8,540","8,300","17,900","13,050", , 
  EPS＜당기＞,"1,940","2,632","1,370","2,942","2,162",, , 
펼치기 PBR,2.81,1.11,0.40,0.82,1.47,,79.26, 
  보통주수정주가(기말)＜당기＞,"31,559","15,075","8,540","8,300","17,900","13,050", , 
  BPS＜당기＞,"11,230","13,549","21,380","10,092","12,142",, , 
펼치기 PCR,35.62,7.38,6.49,16.98,13.55,,-20.19, 
  보통주수정주가(기말)＜당기＞,"31,559","15,075","8,540","8,300","17,900","13,050", , 
  CPS＜당기＞,886,"2,042","1,315",489,"1,321",, , 
펼치기 PSR,2.33,5.39,2.67,4.20,4.73,,12.62, 
  보통주수정주가(기말)＜당기＞,"31,559","15,075","8,540","8,300","17,900","13,050", , 
  SPS＜당기＞,"13,545","2,798","3,202","1,977","3,785",, , 
펼치기 EV/EBITDA,6.55,8.57,3.41,52.26,11.02,,-78.92, 
  EV＜당기＞,"4,180.0","1,285.3",271.3,"1,246.8","3,002.8",, , 
  EBITDA＜당기＞,638.4,150.0,79.6,23.9,272.5,, , 
펼치기 DPS,400,400,150,200,400,,100, 
  현금DPS,400,400,150,200,400,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,1.27,2.65,1.76,2.41,2.23,,-0.17, 
  현금배당성향(%),20.62,14.98,4.21,6.61,17.78,,11.16, 
