항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"-1,054",-530,-818,-684,-772,,-13, 
  당기순이익(지배)＜당기＞,-454.3,-322.7,-499.9,-417.9,-473.7,, , 
  보통주수정평균발행주식수＜당기＞,"40,287,295","60,920,721","61,079,468","61,117,550","61,336,194","64,880,255", , 
  우선주수정평균발행주식수＜당기＞,"2,825,425",0,0,0,0,0, , 
펼치기 BPS,"2,649","2,250","1,508",787,597,,-24, 
  자본총계(지배)＜당기＞,"1,601.1","1,372.9",921.6,481.1,386.5,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"60,448,675","61,017,550","61,117,550","61,117,550","64,745,050","64,920,050", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,-900,-561,-713,-624,-652,,-5, 
  영업활동현금흐름＜당기＞,-388.2,-341.8,-435.6,-381.3,-400.2,, , 
  보통주수정평균발행주식수＜당기＞,"40,287,295","60,920,721","61,079,468","61,117,550","61,336,194","64,880,255", , 
  우선주수정평균발행주식수＜당기＞,"2,825,425",0,0,0,0,0, , 
펼치기 SPS,74,62,50,58,65,,12, 
  매출액＜당기＞,31.9,37.9,30.3,35.6,40.0,, , 
  보통주수정평균발행주식수＜당기＞,"40,287,295","60,920,721","61,079,468","61,117,550","61,336,194","64,880,255", , 
  우선주수정평균발행주식수＜당기＞,"2,825,425",0,0,0,0,0, , 
펼치기 PER,N/A,N/A,N/A,N/A,N/A,,11.47, 
  보통주수정주가(기말)＜당기＞,"51,800","43,150","8,010","8,010","8,010","8,010", , 
  EPS＜당기＞,"-1,054",-530,-818,-684,-772,, , 
펼치기 PBR,19.56,19.18,5.31,10.18,13.42,,31.87, 
  보통주수정주가(기말)＜당기＞,"51,800","43,150","8,010","8,010","8,010","8,010", , 
  BPS＜당기＞,"2,649","2,250","1,508",787,597,, , 
펼치기 PCR,-57.53,-76.91,-11.23,-12.84,-12.28,,4.39, 
  보통주수정주가(기말)＜당기＞,"51,800","43,150","8,010","8,010","8,010","8,010", , 
  CPS＜당기＞,-900,-561,-713,-624,-652,, , 
펼치기 PSR,699.58,694.47,161.21,137.68,122.73,,-10.86, 
  보통주수정주가(기말)＜당기＞,"51,800","43,150","8,010","8,010","8,010","8,010", , 
  SPS＜당기＞,74,62,50,58,65,, , 
펼치기 EV/EBITDA,-73.91,-73.57,-9.28,-11.24,-10.73,,4.52, 
  EV＜당기＞,"29,697.4","23,737.3","4,073.0","4,487.2","4,868.3",, , 
  EBITDA＜당기＞,-401.8,-322.6,-438.9,-399.1,-453.5,, , 
펼치기 DPS,0,0,0,0,0,, , 
  현금DPS,0,0,0,0,0,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,0.00,,0.00, 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
