항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-712,-740,-284,-649,-340,,48, 
  당기순이익(지배)＜당기＞,-30.4,-34.0,-14.6,-34.2,-21.1,, , 
  보통주수정평균발행주식수＜당기＞,"4,268,149","4,592,680","5,153,324","5,267,988","6,200,956","6,341,369", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,52,759,555,"1,867","1,702",,-9, 
  자본총계(지배)＜당기＞,2.3,39.1,29.0,112.8,108.0,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"4,383,248","5,150,344","5,218,349","6,042,033","6,341,369","6,341,369", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,-97,-471,-252,-438,-385,,12, 
  영업활동현금흐름＜당기＞,-4.1,-21.6,-13.0,-23.1,-23.8,, , 
  보통주수정평균발행주식수＜당기＞,"4,268,149","4,592,680","5,153,324","5,267,988","6,200,956","6,341,369", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,735,301,766,734,518,,-29, 
  매출액＜당기＞,31.4,13.8,39.5,38.7,32.1,, , 
  보통주수정평균발행주식수＜당기＞,"4,268,149","4,592,680","5,153,324","5,267,988","6,200,956","6,341,369", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,,N/A,N/A,N/A,N/A,,5.88, 
  보통주수정주가(기말)＜당기＞,,"8,472","6,103","10,950","5,400","4,690", , 
  EPS＜당기＞,-712,-740,-284,-649,-340,, , 
펼치기 PBR,0.00,11.16,10.99,5.86,3.17,,-45.91, 
  보통주수정주가(기말)＜당기＞,,"8,472","6,103","10,950","5,400","4,690", , 
  BPS＜당기＞,52,759,555,"1,867","1,702",, , 
펼치기 PCR,,-18.00,-24.21,-24.97,-14.04,,43.77, 
  보통주수정주가(기말)＜당기＞,,"8,472","6,103","10,950","5,400","4,690", , 
  CPS＜당기＞,-97,-471,-252,-438,-385,, , 
펼치기 PSR,,28.11,7.96,14.92,10.42,,-30.17, 
  보통주수정주가(기말)＜당기＞,,"8,472","6,103","10,950","5,400","4,690", , 
  SPS＜당기＞,735,301,766,734,518,, , 
펼치기 EV/EBITDA,,-14.51,-19.77,-43.65,-12.15,,72.16, 
  EV＜당기＞,,404.0,303.0,623.8,323.6,, , 
  EBITDA＜당기＞,-24.4,-27.9,-15.3,-14.3,-26.6,, , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,,0.00,0.00,0.00,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
