항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,148,-96,80,-71,-209,,-196, 
  당기순이익(지배)＜당기＞,22.2,-14.5,12.0,-10.6,-31.4,, , 
  보통주수정평균발행주식수＜당기＞,"15,000,000","15,000,000","15,000,000","15,000,000","15,000,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"4,139","3,941","4,024","3,958","3,753",,-5, 
  자본총계(지배)＜당기＞,620.9,591.1,603.6,593.7,563.0,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"15,000,000","15,000,000","15,000,000","15,000,000","15,000,000",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,379,358,283,127,41,,-68, 
  영업활동현금흐름＜당기＞,56.8,53.8,42.4,19.0,6.1,, , 
  보통주수정평균발행주식수＜당기＞,"15,000,000","15,000,000","15,000,000","15,000,000","15,000,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"2,839","2,184","2,508","1,637","1,689",,3, 
  매출액＜당기＞,425.8,327.5,376.2,245.6,253.4,, , 
  보통주수정평균발행주식수＜당기＞,"15,000,000","15,000,000","15,000,000","15,000,000","15,000,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,28.69,N/A,77.40,N/A,N/A,,72.14, 
  보통주수정주가(기말)＜당기＞,"4,255","4,250","6,170","12,250","10,100","5,510", , 
  EPS＜당기＞,148,-96,80,-71,-209,, , 
펼치기 PBR,1.03,1.08,1.53,3.09,2.69,,-13.05, 
  보통주수정주가(기말)＜당기＞,"4,255","4,250","6,170","12,250","10,100","5,510", , 
  BPS＜당기＞,"4,139","3,941","4,024","3,958","3,753",, , 
펼치기 PCR,11.24,11.86,21.82,96.60,247.80,,156.53, 
  보통주수정주가(기말)＜당기＞,"4,255","4,250","6,170","12,250","10,100","5,510", , 
  CPS＜당기＞,379,358,283,127,41,, , 
펼치기 PSR,1.50,1.95,2.46,7.48,5.98,,-20.08, 
  보통주수정주가(기말)＜당기＞,"4,255","4,250","6,170","12,250","10,100","5,510", , 
  SPS＜당기＞,"2,839","2,184","2,508","1,637","1,689",, , 
펼치기 EV/EBITDA,7.63,31.01,19.52,230.73,-68.58,,-129.73, 
  EV＜당기＞,443.0,483.1,775.4,"1,750.3","1,428.9",, , 
  EBITDA＜당기＞,58.1,15.6,39.7,7.6,-20.8,, , 
펼치기 DPS,234,,,,,, , 
  현금DPS,234,,,,,, , 
  주식DPS,,,,,,, , 
  현금배당수익률,5.50,,,,,, , 
  현금배당성향(%),157.78,0.00,0.00,0.00,,, , 
