항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-255,-179,-662,-478,-263,,45, 
  당기순이익(지배)＜당기＞,-164.4,-137.5,-548.1,-408.9,-231.0,, , 
  보통주수정평균발행주식수＜당기＞,"64,485,739","77,053,322","82,855,856","85,585,099","87,848,734","106,081,364", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"1,481","1,871","1,312","1,044","1,067",,2, 
  자본총계(지배)＜당기＞,"1,076.9","1,540.3","1,118.5",913.4,"1,065.8",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"72,707,982","82,330,083","85,277,028","87,509,012","99,908,869","108,604,300", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,-153,-120,60,33,-4,,-112, 
  영업활동현금흐름＜당기＞,-98.7,-92.5,50.1,28.0,-3.6,, , 
  보통주수정평균발행주식수＜당기＞,"64,485,739","77,053,322","82,855,856","85,585,099","87,848,734","106,081,364", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,638,749,633,387,431,,11, 
  매출액＜당기＞,411.5,577.1,524.8,331.4,378.4,, , 
  보통주수정평균발행주식수＜당기＞,"64,485,739","77,053,322","82,855,856","85,585,099","87,848,734","106,081,364", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,N/A,N/A,N/A,N/A,,12.29, 
  보통주수정주가(기말)＜당기＞,"14,900","8,280","4,860","6,060","2,925","1,930", , 
  EPS＜당기＞,-255,-179,-662,-478,-263,, , 
펼치기 PBR,10.06,4.43,3.71,5.81,2.74,,-52.77, 
  보통주수정주가(기말)＜당기＞,"14,900","8,280","4,860","6,060","2,925","1,930", , 
  BPS＜당기＞,"1,481","1,871","1,312","1,044","1,067",, , 
펼치기 PCR,-97.36,-68.98,80.33,185.04,-716.64,,-487.29, 
  보통주수정주가(기말)＜당기＞,"14,900","8,280","4,860","6,060","2,925","1,930", , 
  CPS＜당기＞,-153,-120,60,33,-4,, , 
펼치기 PSR,23.35,11.06,7.67,15.65,6.79,,-56.61, 
  보통주수정주가(기말)＜당기＞,"14,900","8,280","4,860","6,060","2,925","1,930", , 
  SPS＜당기＞,638,749,633,387,431,, , 
펼치기 EV/EBITDA,-106.23,-184.51,52.99,257.43,197.92,,-23.11, 
  EV＜당기＞,"11,195.3","6,934.9","4,005.4","5,938.9","2,887.0",, , 
  EBITDA＜당기＞,-105.4,-37.6,75.6,23.1,14.6,, , 
펼치기 DPS,0,0,0,0,0,, , 
  현금DPS,0,0,0,0,0,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,0.00,,0.00, 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
