항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,84,421,441,885,535,713,-40,33
  당기순이익(지배)＜당기＞,29.5,153.0,166.5,355.3,249.2,332.0, , 
  보통주수정평균발행주식수＜당기＞,"35,168,622","36,295,024","37,781,808","40,158,645","46,563,612","46,563,612", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"4,592","4,983","5,361","6,702","7,249","9,610",8,33
  자본총계(지배)＜당기＞,"1,643.1","1,823.6","2,058.1","3,120.8","3,375.6","4,408.0", , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"35,779,733","36,599,388","38,391,282","46,563,612","46,563,612","45,867,991", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,265,903,770,"1,545",839,"1,149",-46,37
  영업활동현금흐름＜당기＞,93.2,327.7,291.1,620.4,390.5,545.0, , 
  보통주수정평균발행주식수＜당기＞,"35,168,622","36,295,024","37,781,808","40,158,645","46,563,612","46,563,612", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"4,557","4,848","4,869","5,194","5,292","5,992",2,13
  매출액＜당기＞,"1,602.8","1,759.5","1,839.5","2,085.7","2,464.1","2,790.0", , 
  보통주수정평균발행주식수＜당기＞,"35,168,622","36,295,024","37,781,808","40,158,645","46,563,612","46,563,612", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,85.41,15.00,18.88,12.66,20.74,14.31,63.85,-31.02
  보통주수정주가(기말)＜당기＞,"7,160","6,320","8,320","11,200","11,100","10,200", , 
  EPS＜당기＞,84,421,441,885,535,713, , 
펼치기 PBR,1.56,1.27,1.55,1.67,1.53,1.06,-8.37,-30.68
  보통주수정주가(기말)＜당기＞,"7,160","6,320","8,320","11,200","11,100","10,200", , 
  BPS＜당기＞,"4,592","4,983","5,361","6,702","7,249","9,610", , 
펼치기 PCR,27.01,7.00,10.80,7.25,13.24,8.88,82.57,-32.93
  보통주수정주가(기말)＜당기＞,"7,160","6,320","8,320","11,200","11,100","10,200", , 
  CPS＜당기＞,265,903,770,"1,545",839,"1,149", , 
펼치기 PSR,1.57,1.30,1.71,2.16,2.10,1.70,-2.73,-18.84
  보통주수정주가(기말)＜당기＞,"7,160","6,320","8,320","11,200","11,100","10,200", , 
  SPS＜당기＞,"4,557","4,848","4,869","5,194","5,292","5,992", , 
펼치기 EV/EBITDA,12.25,9.73,9.67,8.41,8.66,6.34,2.96,-26.82
  EV＜당기＞,"3,454.4","2,949.4","3,844.2","5,437.5","5,163.3","4,144.5", , 
  EBITDA＜당기＞,282.1,303.1,397.5,646.5,596.2,654.0, , 
펼치기 DPS,0,0,0,,,, , 
  현금DPS,0,0,0,,,, , 
  주식DPS,0,0,0,,,, , 
  현금배당수익률,0.00,0.00,0.00,,,0.00, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
