항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,299,444,629,323,584,,81, 
  당기순이익(지배)＜당기＞,25.1,38.3,55.3,31.6,63.7,, , 
  보통주수정평균발행주식수＜당기＞,"8,400,000","8,615,408","8,785,411","9,776,118","10,906,701","10,906,701", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"2,120","2,532","3,028","4,264","5,269",,24, 
  자본총계(지배)＜당기＞,178.1,222.4,266.0,465.0,574.7,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"8,400,000","8,785,411","8,785,411","10,906,701","10,906,701","10,906,701", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,478,567,859,-89,659,,838, 
  영업활동현금흐름＜당기＞,40.2,48.8,75.4,-8.7,71.9,, , 
  보통주수정평균발행주식수＜당기＞,"8,400,000","8,615,408","8,785,411","9,776,118","10,906,701","10,906,701", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"6,669","7,021","7,528","7,315","7,296",,-0, 
  매출액＜당기＞,560.2,604.8,661.4,715.1,795.8,, , 
  보통주수정평균발행주식수＜당기＞,"8,400,000","8,615,408","8,785,411","9,776,118","10,906,701","10,906,701", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,,,,68.70,83.15,,21.03, 
  보통주수정주가(기말)＜당기＞,,,,"22,200","48,550","31,800", , 
  EPS＜당기＞,299,444,629,323,584,, , 
펼치기 PBR,0.00,0.00,0.00,5.21,9.21,,76.97, 
  보통주수정주가(기말)＜당기＞,,,,"22,200","48,550","31,800", , 
  BPS＜당기＞,"2,120","2,532","3,028","4,264","5,269",, , 
펼치기 PCR,,,,-248.36,73.62,,129.64, 
  보통주수정주가(기말)＜당기＞,,,,"22,200","48,550","31,800", , 
  CPS＜당기＞,478,567,859,-89,659,, , 
펼치기 PSR,,,,3.03,6.65,,119.25, 
  보통주수정주가(기말)＜당기＞,,,,"22,200","48,550","31,800", , 
  SPS＜당기＞,"6,669","7,021","7,528","7,315","7,296",, , 
펼치기 EV/EBITDA,,,,34.76,70.45,,102.66, 
  EV＜당기＞,,,,"2,372.2","5,207.1",, , 
  EBITDA＜당기＞,51.4,65.4,88.8,68.2,73.9,, , 
펼치기 DPS,75,50,50,50,50,,0, 
  현금DPS,75,50,50,50,50,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,,,,0.23,0.10,,-0.12, 
  현금배당성향(%),25.06,11.47,7.95,17.26,8.56,,-8.70, 
