항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,173,191,323,317,"1,157",,265, 
  당기순이익(지배)＜당기＞,38.5,42.5,71.8,70.5,257.8,, , 
  보통주수정평균발행주식수＜당기＞,"22,270,026","22,276,078","22,276,078","22,276,078","22,276,078","22,276,078", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"1,958","2,337","2,617","2,861","4,060",,42, 
  자본총계(지배)＜당기＞,436.1,520.5,583.0,625.3,887.3,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"22,276,078","22,276,078","22,276,078","21,853,519","21,853,519","21,853,519", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,273,224,201,425,425,,0, 
  영업활동현금흐름＜당기＞,60.8,50.0,44.7,94.6,94.7,, , 
  보통주수정평균발행주식수＜당기＞,"22,270,026","22,276,078","22,276,078","22,276,078","22,276,078","22,276,078", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"1,294","1,419","1,648","1,141","1,582",,39, 
  매출액＜당기＞,288.1,316.0,367.0,254.1,352.4,, , 
  보통주수정평균발행주식수＜당기＞,"22,270,026","22,276,078","22,276,078","22,276,078","22,276,078","22,276,078", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,11.99,11.30,10.96,13.10,5.88,,-55.16, 
  보통주수정주가(기말)＜당기＞,"2,073","2,155","3,535","4,150","6,800","5,900", , 
  EPS＜당기＞,173,191,323,317,"1,157",, , 
펼치기 PBR,1.06,0.92,1.35,1.45,1.67,,15.48, 
  보통주수정주가(기말)＜당기＞,"2,073","2,155","3,535","4,150","6,800","5,900", , 
  BPS＜당기＞,"1,958","2,337","2,617","2,861","4,060",, , 
펼치기 PCR,7.59,9.61,17.63,9.77,16.00,,63.71, 
  보통주수정주가(기말)＜당기＞,"2,073","2,155","3,535","4,150","6,800","5,900", , 
  CPS＜당기＞,273,224,201,425,425,, , 
펼치기 PSR,1.60,1.52,2.15,3.64,4.30,,18.17, 
  보통주수정주가(기말)＜당기＞,"2,073","2,155","3,535","4,150","6,800","5,900", , 
  SPS＜당기＞,"1,294","1,419","1,648","1,141","1,582",, , 
펼치기 EV/EBITDA,4.25,1.75,4.88,10.04,9.26,,-7.77, 
  EV＜당기＞,204.0,108.6,448.4,549.0,"1,032.7",, , 
  EBITDA＜당기＞,48.0,62.1,91.9,54.7,111.5,, , 
펼치기 DPS,15,20,30,50,200,,300, 
  현금DPS,15,20,30,50,200,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.72,0.93,0.85,1.20,2.94,,1.74, 
  현금배당성향(%),8.68,10.49,9.30,15.49,16.96,,1.47, 
