항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-287,-504,-309,-199,-789,656,-296,183
  당기순이익(지배)＜당기＞,-78.6,-138.6,-86.1,-55.6,-220.2,183.0, , 
  보통주수정평균발행주식수＜당기＞,"27,406,106","27,503,366","27,906,106","27,906,106","27,906,106",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"4,659","4,223","3,979","3,774","4,617","5,275",22,14
  자본총계(지배)＜당기＞,"1,276.9","1,178.5","1,110.4","1,053.2","1,288.4","1,472.0", , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"27,406,106","27,906,106","27,906,106","27,906,106","27,906,106",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,-784,643,-868,47,"-1,503",932,"-3,290",162
  영업활동현금흐름＜당기＞,-214.7,177.0,-242.2,13.2,-419.5,307.0, , 
  보통주수정평균발행주식수＜당기＞,"27,406,106","27,503,366","27,906,106","27,906,106","27,906,106",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"3,450","5,862","5,346","4,325","5,234","7,326",21,40
  매출액＜당기＞,945.4,"1,612.2","1,491.8","1,207.0","1,460.6","2,044.5", , 
  보통주수정평균발행주식수＜당기＞,"27,406,106","27,503,366","27,906,106","27,906,106","27,906,106",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,N/A,N/A,N/A,N/A,N/A,11.73,51.83,164.47
  보통주수정주가(기말)＜당기＞,"9,150","4,385","3,970","7,520","14,350","7,690", , 
  EPS＜당기＞,-287,-504,-309,-199,-789,656, , 
펼치기 PBR,1.96,1.04,1.00,1.99,3.11,1.46,56.00,-53.10
  보통주수정주가(기말)＜당기＞,"9,150","4,385","3,970","7,520","14,350","7,690", , 
  BPS＜당기＞,"4,659","4,223","3,979","3,774","4,617","5,275", , 
펼치기 PCR,-11.68,6.81,-4.57,159.57,-9.55,8.25,-105.98,186.46
  보통주수정주가(기말)＜당기＞,"9,150","4,385","3,970","7,520","14,350","7,690", , 
  CPS＜당기＞,-784,643,-868,47,"-1,503",932, , 
펼치기 PSR,2.65,0.75,0.74,1.74,2.74,1.05,57.70,-61.72
  보통주수정주가(기말)＜당기＞,"9,150","4,385","3,970","7,520","14,350","7,690", , 
  SPS＜당기＞,"3,450","5,862","5,346","4,325","5,234","7,326", , 
펼치기 EV/EBITDA,-64.77,-16.02,-63.83,41.55,106.49,9.75,156.32,-90.84
  EV＜당기＞,"2,594.3","1,185.5","1,496.3","2,631.2","4,270.0","2,507.0", , 
  EBITDA＜당기＞,-40.1,-74.0,-23.4,63.3,40.1,257.0, , 
펼치기 DPS,0,,,,,, , 
  현금DPS,0,,,,,, , 
  주식DPS,0,,,,,, , 
  현금배당수익률,0.00,,,,,0.00, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
