항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,41,-10,31,-37,-139,,-272, 
  당기순이익(지배)＜당기＞,14.3,-3.5,10.9,-13.1,-48.6,, , 
  보통주수정평균발행주식수＜당기＞,"34,686,159","34,895,243","34,895,243","34,895,243","34,895,243","34,895,243", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"1,552","1,527","1,559","1,505","1,362",,-10, 
  자본총계(지배)＜당기＞,526.1,517.5,528.3,510.1,461.5,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"33,895,243","33,895,243","33,895,243","33,895,243","33,895,243",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,7,145,-68,158,-51,,-132, 
  영업활동현금흐름＜당기＞,2.4,50.5,-23.8,55.0,-17.8,, , 
  보통주수정평균발행주식수＜당기＞,"34,686,159","34,895,243","34,895,243","34,895,243","34,895,243","34,895,243", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"1,812","1,613","2,092","1,845","1,577",,-15, 
  매출액＜당기＞,628.6,563.0,730.1,643.9,550.3,, , 
  보통주수정평균발행주식수＜당기＞,"34,686,159","34,895,243","34,895,243","34,895,243","34,895,243","34,895,243", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,27.38,N/A,62.76,N/A,N/A,,82.16, 
  보통주수정주가(기말)＜당기＞,"1,130","1,580","1,960","2,770","1,840","1,665", , 
  EPS＜당기＞,41,-10,31,-37,-139,, , 
펼치기 PBR,0.73,1.03,1.26,1.84,1.35,,-26.58, 
  보통주수정주가(기말)＜당기＞,"1,130","1,580","1,960","2,770","1,840","1,665", , 
  BPS＜당기＞,"1,552","1,527","1,559","1,505","1,362",, , 
펼치기 PCR,163.83,10.91,-28.77,17.58,-36.12,,-305.41, 
  보통주수정주가(기말)＜당기＞,"1,130","1,580","1,960","2,770","1,840","1,665", , 
  CPS＜당기＞,7,145,-68,158,-51,, , 
펼치기 PSR,0.62,0.98,0.94,1.50,1.17,,-22.28, 
  보통주수정주가(기말)＜당기＞,"1,130","1,580","1,960","2,770","1,840","1,665", , 
  SPS＜당기＞,"1,812","1,613","2,092","1,845","1,577",, , 
펼치기 EV/EBITDA,11.66,82.03,25.46,-201.67,-11.40,,94.35, 
  EV＜당기＞,329.4,444.3,631.5,884.1,580.1,, , 
  EBITDA＜당기＞,28.3,5.4,24.8,-4.4,-50.9,, , 
펼치기 DPS,15,0,15,,,, , 
  현금DPS,15,0,15,,,, , 
  주식DPS,0,0,,,,, , 
  현금배당수익률,1.33,0.00,0.77,,,, , 
  현금배당성향(%),35.51,0.00,46.65,0.00,,, , 
