항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,38,327,301,260,352,,36, 
  당기순이익(지배)＜당기＞,3.3,28.0,25.8,22.3,30.1,, , 
  보통주수정평균발행주식수＜당기＞,"8,558,040","8,558,040","8,558,040","8,558,040","8,558,040",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,727,"1,037","1,313","1,571","1,896",,21, 
  자본총계(지배)＜당기＞,62.2,88.7,112.3,134.5,162.2,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"8,558,040","8,558,040","8,558,040","8,558,040","8,558,040",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,36,159,289,482,381,,-21, 
  영업활동현금흐름＜당기＞,3.1,13.6,24.7,41.3,32.6,, , 
  보통주수정평균발행주식수＜당기＞,"8,558,040","8,558,040","8,558,040","8,558,040","8,558,040",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"1,139","1,359","1,381","1,419","1,647",,16, 
  매출액＜당기＞,97.5,116.3,118.2,121.4,140.9,, , 
  보통주수정평균발행주식수＜당기＞,"8,558,040","8,558,040","8,558,040","8,558,040","8,558,040",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,87.61,7.80,10.54,29.12,30.09,,3.34, 
  보통주수정주가(기말)＜당기＞,"3,350","2,555","3,175","7,570","10,600","7,480", , 
  EPS＜당기＞,38,327,301,260,352,, , 
펼치기 PBR,4.61,2.46,2.42,4.82,5.59,,16.05, 
  보통주수정주가(기말)＜당기＞,"3,350","2,555","3,175","7,570","10,600","7,480", , 
  BPS＜당기＞,727,"1,037","1,313","1,571","1,896",, , 
펼치기 PCR,91.85,16.07,10.99,15.70,27.81,,77.12, 
  보통주수정주가(기말)＜당기＞,"3,350","2,555","3,175","7,570","10,600","7,480", , 
  CPS＜당기＞,36,159,289,482,381,, , 
펼치기 PSR,2.94,1.88,2.30,5.33,6.44,,20.67, 
  보통주수정주가(기말)＜당기＞,"3,350","2,555","3,175","7,570","10,600","7,480", , 
  SPS＜당기＞,"1,139","1,359","1,381","1,419","1,647",, , 
펼치기 EV/EBITDA,30.87,8.17,7.88,19.70,23.52,,19.37, 
  EV＜당기＞,301.7,203.6,233.4,576.7,800.9,, , 
  EBITDA＜당기＞,9.8,24.9,29.6,29.3,34.1,, , 
펼치기 DPS,,,,,,, , 
  현금DPS,,,,,,, , 
  주식DPS,,,,,,, , 
  현금배당수익률,,,,,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
