항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,134,141,145,-221,"-1,751",,-691, 
  당기순이익(지배)＜당기＞,38.7,40.6,41.6,-63.8,-582.8,, , 
  보통주수정평균발행주식수＜당기＞,"28,764,729","28,764,729","28,764,729","28,830,216","33,276,137","40,342,231", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"1,756","1,866","2,024","2,174","3,470",,60, 
  자본총계(지배)＜당기＞,485.1,515.5,559.1,615.2,"1,373.4",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"27,624,165","27,624,165","27,624,165","28,297,205","39,582,456","39,582,456", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,63,71,85,30,-41,,-238, 
  영업활동현금흐름＜당기＞,18.1,20.6,24.4,8.6,-13.8,, , 
  보통주수정평균발행주식수＜당기＞,"28,764,729","28,764,729","28,764,729","28,830,216","33,276,137","40,342,231", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"1,779","1,851","1,615","1,218","1,308",,7, 
  매출액＜당기＞,511.7,532.5,464.7,351.2,435.4,, , 
  보통주수정평균발행주식수＜당기＞,"28,764,729","28,764,729","28,764,729","28,830,216","33,276,137","40,342,231", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,10.63,11.20,17.54,N/A,N/A,,87.06, 
  보통주수정주가(기말)＜당기＞,"1,430","1,580","2,539","11,485","11,750","6,330", , 
  EPS＜당기＞,134,141,145,-221,"-1,751",, , 
펼치기 PBR,0.81,0.85,1.25,5.28,3.39,,-35.90, 
  보통주수정주가(기말)＜당기＞,"1,430","1,580","2,539","11,485","11,750","6,330", , 
  BPS＜당기＞,"1,756","1,866","2,024","2,174","3,470",, , 
펼치기 PCR,22.77,22.10,29.97,383.12,-284.27,,-174.20, 
  보통주수정주가(기말)＜당기＞,"1,430","1,580","2,539","11,485","11,750","6,330", , 
  CPS＜당기＞,63,71,85,30,-41,, , 
펼치기 PSR,0.80,0.85,1.57,9.43,8.98,,-4.75, 
  보통주수정주가(기말)＜당기＞,"1,430","1,580","2,539","11,485","11,750","6,330", , 
  SPS＜당기＞,"1,779","1,851","1,615","1,218","1,308",, , 
펼치기 EV/EBITDA,17.21,19.24,50.04,-651.76,-129.61,,80.11, 
  EV＜당기＞,518.8,570.9,847.1,"3,490.1","4,648.6",, , 
  EBITDA＜당기＞,30.1,29.7,16.9,-5.4,-35.9,, , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
