항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-582,"-1,419",-383,87,-178,,-305, 
  당기순이익(지배)＜당기＞,-41.9,-102.2,-27.5,6.2,-12.8,, , 
  보통주수정평균발행주식수＜당기＞,"7,200,000","7,200,000","7,200,000","7,200,000","7,200,000","7,200,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"7,283","5,864","5,410","5,522","5,380",,-3, 
  자본총계(지배)＜당기＞,524.4,422.2,389.5,397.6,387.4,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"7,200,000","7,200,000","7,200,000","7,200,000","7,200,000",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,-217,-493,-335,-303,-145,,52, 
  영업활동현금흐름＜당기＞,-15.6,-35.5,-24.1,-21.8,-10.4,, , 
  보통주수정평균발행주식수＜당기＞,"7,200,000","7,200,000","7,200,000","7,200,000","7,200,000","7,200,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"4,547","4,200","5,003","4,652","4,162",,-11, 
  매출액＜당기＞,327.4,302.4,360.2,335.0,299.6,, , 
  보통주수정평균발행주식수＜당기＞,"7,200,000","7,200,000","7,200,000","7,200,000","7,200,000","7,200,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,N/A,N/A,35.79,N/A,,-139.42, 
  보통주수정주가(기말)＜당기＞,"2,840","14,550","3,320","3,100","2,505","2,505", , 
  EPS＜당기＞,-582,"-1,419",-383,87,-178,, , 
펼치기 PBR,0.39,2.48,0.61,0.56,0.47,,-17.05, 
  보통주수정주가(기말)＜당기＞,"2,840","14,550","3,320","3,100","2,505","2,505", , 
  BPS＜당기＞,"7,283","5,864","5,410","5,522","5,380",, , 
펼치기 PCR,-13.08,-29.49,-9.91,-10.24,-17.33,,-69.22, 
  보통주수정주가(기말)＜당기＞,"2,840","14,550","3,320","3,100","2,505","2,505", , 
  CPS＜당기＞,-217,-493,-335,-303,-145,, , 
펼치기 PSR,0.62,3.46,0.66,0.67,0.60,,-9.67, 
  보통주수정주가(기말)＜당기＞,"2,840","14,550","3,320","3,100","2,505","2,505", , 
  SPS＜당기＞,"4,547","4,200","5,003","4,652","4,162",, , 
펼치기 EV/EBITDA,-3.78,-13.88,-30.58,47.70,25.57,,-46.40, 
  EV＜당기＞,121.0,"1,004.7",234.5,233.3,204.7,, , 
  EBITDA＜당기＞,-32.0,-72.4,-7.7,4.9,8.0,, , 
펼치기 DPS,,,,,,, , 
  현금DPS,,,,,,, , 
  주식DPS,,,,,,, , 
  현금배당수익률,,,,,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
