항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)",2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-728,-612,"-1,126",-691,367,,153, 
  당기순이익(지배)＜당기＞,-86.5,-72.7,-133.9,-82.1,47.4,, , 
  보통주수정평균발행주식수＜당기＞,"11,887,792","11,887,792","11,887,792","11,887,792","12,912,221","14,170,991", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"3,310","2,633","1,415",784,"1,260",,61, 
  자본총계(지배)＜당기＞,357.0,284.0,152.6,92.5,170.1,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"10,784,205","10,784,205","10,784,205","11,803,992","13,495,922","14,107,291", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,-148,-190,-589,-314,272,,186, 
  영업활동현금흐름＜당기＞,-17.6,-22.6,-70.0,-37.4,35.1,, , 
  보통주수정평균발행주식수＜당기＞,"11,887,792","11,887,792","11,887,792","11,887,792","12,912,221","14,170,991", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,751,411,"2,169","3,921","5,708",,46, 
  매출액＜당기＞,89.2,48.9,257.9,466.1,737.0,, , 
  보통주수정평균발행주식수＜당기＞,"11,887,792","11,887,792","11,887,792","11,887,792","12,912,221","14,170,991", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,N/A,N/A,N/A,7.24,,574.28, 
  보통주수정주가(기말)＜당기＞,"3,300","1,550","1,830","1,055","2,660","2,625", , 
  EPS＜당기＞,-728,-612,"-1,126",-691,367,, , 
펼치기 PBR,1.00,0.59,1.29,1.35,2.11,,56.80, 
  보통주수정주가(기말)＜당기＞,"3,300","1,550","1,830","1,055","2,660","2,625", , 
  BPS＜당기＞,"3,310","2,633","1,415",784,"1,260",, , 
펼치기 PCR,-22.26,-8.16,-3.11,-3.36,9.78,,391.59, 
  보통주수정주가(기말)＜당기＞,"3,300","1,550","1,830","1,055","2,660","2,625", , 
  CPS＜당기＞,-148,-190,-589,-314,272,, , 
펼치기 PSR,4.40,3.77,0.84,0.27,0.47,,73.20, 
  보통주수정주가(기말)＜당기＞,"3,300","1,550","1,830","1,055","2,660","2,625", , 
  SPS＜당기＞,751,411,"2,169","3,921","5,708",, , 
펼치기 EV/EBITDA,-18.34,-9.06,-15.63,"4,774.59",5.21,,-99.89, 
  EV＜당기＞,369.1,196.7,483.0,311.6,449.3,, , 
  EBITDA＜당기＞,-20.1,-21.7,-30.9,0.1,86.3,, , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
