항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,146,102,10,106,52,,-51, 
  당기순이익(지배)＜당기＞,27.6,19.3,1.8,20.0,9.9,, , 
  보통주수정평균발행주식수＜당기＞,"18,887,341","18,887,341","18,887,341","18,887,341","18,887,341","18,887,341", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"7,232","7,257","6,838","6,890","6,946",,1, 
  자본총계(지배)＜당기＞,"1,365.7","1,370.3","1,291.2","1,301.1","1,311.7",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"18,883,729","18,883,729","18,883,729","18,883,729","18,883,729",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,"1,300",741,"1,373","1,144",951,,-17, 
  영업활동현금흐름＜당기＞,245.6,139.9,259.4,216.1,179.6,, , 
  보통주수정평균발행주식수＜당기＞,"18,887,341","18,887,341","18,887,341","18,887,341","18,887,341","18,887,341", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"17,622","20,491","20,026","18,779","20,349",,8, 
  매출액＜당기＞,"3,328.4","3,870.2","3,782.4","3,546.9","3,843.4",, , 
  보통주수정평균발행주식수＜당기＞,"18,887,341","18,887,341","18,887,341","18,887,341","18,887,341","18,887,341", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,47.83,60.66,314.95,54.44,126.13,,131.67, 
  보통주수정주가(기말)＜당기＞,"7,000","6,210","3,010","5,760","6,590","4,710", , 
  EPS＜당기＞,146,102,10,106,52,, , 
펼치기 PBR,0.97,0.86,0.44,0.84,0.95,,13.48, 
  보통주수정주가(기말)＜당기＞,"7,000","6,210","3,010","5,760","6,590","4,710", , 
  BPS＜당기＞,"7,232","7,257","6,838","6,890","6,946",, , 
펼치기 PCR,5.38,8.38,2.19,5.04,6.93,,37.61, 
  보통주수정주가(기말)＜당기＞,"7,000","6,210","3,010","5,760","6,590","4,710", , 
  CPS＜당기＞,"1,300",741,"1,373","1,144",951,, , 
펼치기 PSR,0.40,0.30,0.15,0.31,0.32,,5.58, 
  보통주수정주가(기말)＜당기＞,"7,000","6,210","3,010","5,760","6,590","4,710", , 
  SPS＜당기＞,"17,622","20,491","20,026","18,779","20,349",, , 
펼치기 EV/EBITDA,5.62,5.21,3.39,4.58,8.57,,87.18, 
  EV＜당기＞,"1,690.6","1,548.6",896.2,"1,450.2","1,595.5",, , 
  EBITDA＜당기＞,300.6,297.5,264.6,316.8,186.2,, , 
펼치기 DPS,50,50,25,30,35,,17, 
  현금DPS,50,50,25,30,35,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.71,0.81,0.83,0.52,0.53,,0.01, 
  현금배당성향(%),34.16,48.83,261.53,28.35,66.98,,38.63, 
