항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,58,-701,-121,-160,"1,213",,859, 
  당기순이익(지배)＜당기＞,8.0,-99.3,-26.9,-51.3,508.7,, , 
  보통주수정평균발행주식수＜당기＞,"13,849,655","14,163,494","22,252,163","32,096,737","41,771,146","61,006,625", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,"181,644","12,694,824", , 
펼치기 BPS,"1,546","1,041","1,334","1,408","2,485",,76, 
  자본총계(지배)＜당기＞,214.1,157.2,412.2,492.0,"1,453.1",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"13,849,626","15,098,138","30,903,550","34,939,884","54,583,775","63,033,856", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,"3,900,000","16,538,231", , 
펼치기 CPS,75,60,49,-225,173,,177, 
  영업활동현금흐름＜당기＞,10.4,8.5,11.0,-72.4,72.6,, , 
  보통주수정평균발행주식수＜당기＞,"13,849,655","14,163,494","22,252,163","32,096,737","41,771,146","61,006,625", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,"181,644","12,694,824", , 
펼치기 SPS,"1,162","1,302",790,725,629,,-13, 
  매출액＜당기＞,161.0,184.5,175.8,232.6,264.0,, , 
  보통주수정평균발행주식수＜당기＞,"13,849,655","14,163,494","22,252,163","32,096,737","41,771,146","61,006,625", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,"181,644","12,694,824", , 
펼치기 PER,61.63,N/A,N/A,N/A,4.58,,138.61, 
  보통주수정주가(기말)＜당기＞,"3,545","2,378","1,960","1,895","5,550","2,700", , 
  EPS＜당기＞,58,-701,-121,-160,"1,213",, , 
펼치기 PBR,2.29,2.28,1.47,1.35,2.23,,66.00, 
  보통주수정주가(기말)＜당기＞,"3,545","2,378","1,960","1,895","5,550","2,700", , 
  BPS＜당기＞,"1,546","1,041","1,334","1,408","2,485",, , 
펼치기 PCR,47.11,39.65,39.61,-8.41,32.05,,481.33, 
  보통주수정주가(기말)＜당기＞,"3,545","2,378","1,960","1,895","5,550","2,700", , 
  CPS＜당기＞,75,60,49,-225,173,, , 
펼치기 PSR,3.05,1.83,2.48,2.62,8.82,,237.24, 
  보통주수정주가(기말)＜당기＞,"3,545","2,378","1,960","1,895","5,550","2,700", , 
  SPS＜당기＞,"1,162","1,302",790,725,629,, , 
펼치기 EV/EBITDA,39.01,-24.77,37.18,54.13,-502.19,,"-1,027.68", 
  EV＜당기＞,482.6,346.1,568.6,671.0,"3,309.1",, , 
  EBITDA＜당기＞,12.4,-14.0,15.3,12.4,-6.6,, , 
펼치기 DPS,0,0,0,0,0,, , 
  현금DPS,0,0,0,0,0,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,0.00,,0.00, 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
