항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-758,"-1,423",-266,-428,"-1,346",,-215, 
  당기순이익(지배)＜당기＞,-54.1,-112.9,-24.9,-41.3,-130.7,, , 
  보통주수정평균발행주식수＜당기＞,"5,659,930","7,394,671","9,389,108","9,643,692","9,712,178","9,731,192", , 
  우선주수정평균발행주식수＜당기＞,"1,475,541","535,720",0,0,0,0, , 
펼치기 BPS,-762,"1,644","5,359","4,877","3,983",,-18, 
  자본총계(지배)＜당기＞,-55.3,135.0,513.3,473.0,387.6,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"5,659,930","8,210,889","9,578,692","9,698,692","9,731,192","9,731,192", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,"1,589,290",0,0,0,0,0, , 
펼치기 CPS,-192,-251,-205,-390,-845,,-117, 
  영업활동현금흐름＜당기＞,-13.7,-19.9,-19.2,-37.6,-82.1,, , 
  보통주수정평균발행주식수＜당기＞,"5,659,930","7,394,671","9,389,108","9,643,692","9,712,178","9,731,192", , 
  우선주수정평균발행주식수＜당기＞,"1,475,541","535,720",0,0,0,0, , 
펼치기 SPS,0,0,0,0,94,, , 
  매출액＜당기＞,,,,,9.1,, , 
  보통주수정평균발행주식수＜당기＞,"5,659,930","7,394,671","9,389,108","9,643,692","9,712,178","9,731,192", , 
  우선주수정평균발행주식수＜당기＞,"1,475,541","535,720",0,0,0,0, , 
펼치기 PER,,,N/A,N/A,N/A,,61.65, 
  보통주수정주가(기말)＜당기＞,,,"27,450","40,700","49,100","22,350", , 
  EPS＜당기＞,-758,"-1,423",-266,-428,"-1,346",, , 
펼치기 PBR,0.00,0.00,5.12,8.35,12.33,,47.70, 
  보통주수정주가(기말)＜당기＞,,,"27,450","40,700","49,100","22,350", , 
  BPS＜당기＞,-762,"1,644","5,359","4,877","3,983",, , 
펼치기 PCR,,,-134.18,-104.30,-58.11,,44.29, 
  보통주수정주가(기말)＜당기＞,,,"27,450","40,700","49,100","22,350", , 
  CPS＜당기＞,-192,-251,-205,-390,-845,, , 
펼치기 PSR,,,,,524.55,, , 
  보통주수정주가(기말)＜당기＞,,,"27,450","40,700","49,100","22,350", , 
  SPS＜당기＞,0,0,0,0,94,, , 
펼치기 EV/EBITDA,,,-69.14,-79.82,-44.16,,44.68, 
  EV＜당기＞,,,"2,365.4","3,827.2","4,735.1",, , 
  EBITDA＜당기＞,-14.5,-23.0,-34.2,-47.9,-107.2,, , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,,,0.00,0.00,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
