항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,138,158,553,319,93,,-71, 
  당기순이익(지배)＜당기＞,20.6,23.7,82.9,47.9,14.0,, , 
  보통주수정평균발행주식수＜당기＞,"15,000,000","15,000,000","15,000,000","15,000,000","15,000,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"4,797","4,844","5,296","5,474","5,426",,-1, 
  자본총계(지배)＜당기＞,697.5,704.4,770.0,796.0,789.0,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"14,540,817","14,540,817","14,540,817","14,540,817","14,540,817",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,104,336,49,115,-39,,-134, 
  영업활동현금흐름＜당기＞,15.6,50.4,7.3,17.2,-5.9,, , 
  보통주수정평균발행주식수＜당기＞,"15,000,000","15,000,000","15,000,000","15,000,000","15,000,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"10,368","11,081","10,045","7,656","8,814",,15, 
  매출액＜당기＞,"1,555.2","1,662.1","1,506.7","1,148.4","1,322.1",, , 
  보통주수정평균발행주식수＜당기＞,"15,000,000","15,000,000","15,000,000","15,000,000","15,000,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,20.16,17.12,9.70,22.60,76.78,,239.68, 
  보통주수정주가(기말)＜당기＞,"2,775","2,705","5,360","7,220","7,160","7,770", , 
  EPS＜당기＞,138,158,553,319,93,, , 
펼치기 PBR,0.58,0.56,1.01,1.32,1.32,,0.05, 
  보통주수정주가(기말)＜당기＞,"2,775","2,705","5,360","7,220","7,160","7,770", , 
  BPS＜당기＞,"4,797","4,844","5,296","5,474","5,426",, , 
펼치기 PCR,26.72,8.05,110.01,62.93,-182.91,,-390.67, 
  보통주수정주가(기말)＜당기＞,"2,775","2,705","5,360","7,220","7,160","7,770", , 
  CPS＜당기＞,104,336,49,115,-39,, , 
펼치기 PSR,0.27,0.24,0.53,0.94,0.81,,-13.86, 
  보통주수정주가(기말)＜당기＞,"2,775","2,705","5,360","7,220","7,160","7,770", , 
  SPS＜당기＞,"10,368","11,081","10,045","7,656","8,814",, , 
펼치기 EV/EBITDA,40.12,25.18,67.04,"5,307.71",173.40,,-96.73, 
  EV＜당기＞,460.4,365.5,676.6,865.7,885.4,, , 
  EBITDA＜당기＞,11.5,14.5,10.1,0.2,5.1,, , 
펼치기 DPS,100,120,150,150,100,,-33, 
  현금DPS,100,120,150,150,100,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,3.60,4.44,2.80,2.08,1.40,,-0.68, 
  현금배당성향(%),70.43,73.63,26.30,45.52,103.95,,58.43, 
