항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-79,-67,-439,-65,-71,,-10, 
  당기순이익(지배)＜당기＞,-18.8,-23.5,-159.5,-24.1,-29.9,, , 
  보통주수정평균발행주식수＜당기＞,"23,756,395","35,199,644","36,332,704","37,189,469","41,961,849","42,581,037", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"2,423","2,395","2,076","2,082","2,086",,0, 
  자본총계(지배)＜당기＞,765.4,857.5,754.1,831.2,888.4,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"31,584,853","35,803,610","36,332,704","39,922,171","42,581,037","42,581,037", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,408,194,-84,192,217,,13, 
  영업활동현금흐름＜당기＞,97.0,68.4,-30.6,71.6,90.9,, , 
  보통주수정평균발행주식수＜당기＞,"23,756,395","35,199,644","36,332,704","37,189,469","41,961,849","42,581,037", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"4,404","3,054","2,202","2,064","2,336",,13, 
  매출액＜당기＞,"1,046.2","1,074.8",799.9,767.8,980.3,, , 
  보통주수정평균발행주식수＜당기＞,"23,756,395","35,199,644","36,332,704","37,189,469","41,961,849","42,581,037", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,N/A,N/A,N/A,N/A,,37.46, 
  보통주수정주가(기말)＜당기＞,"2,790","6,060","4,330","5,890","4,045","3,390", , 
  EPS＜당기＞,-79,-67,-439,-65,-71,, , 
펼치기 PBR,1.15,2.53,2.09,2.83,1.94,,-31.47, 
  보통주수정주가(기말)＜당기＞,"2,790","6,060","4,330","5,890","4,045","3,390", , 
  BPS＜당기＞,"2,423","2,395","2,076","2,082","2,086",, , 
펼치기 PCR,6.83,31.16,-51.46,30.61,18.68,,-38.97, 
  보통주수정주가(기말)＜당기＞,"2,790","6,060","4,330","5,890","4,045","3,390", , 
  CPS＜당기＞,408,194,-84,192,217,, , 
펼치기 PSR,0.63,1.98,1.97,2.85,1.73,,-39.31, 
  보통주수정주가(기말)＜당기＞,"2,790","6,060","4,330","5,890","4,045","3,390", , 
  SPS＜당기＞,"4,404","3,054","2,202","2,064","2,336",, , 
펼치기 EV/EBITDA,23.23,50.27,-44.61,86.48,34.17,,-60.49, 
  EV＜당기＞,"1,530.7","2,837.3","2,157.0","2,933.4","2,184.2",, , 
  EBITDA＜당기＞,65.9,56.4,-48.3,33.9,63.9,, , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
