항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-504,-166,-733,658,"3,146","1,564",378,-50
  당기순이익(지배)＜당기＞,-215.9,-71.2,-314.0,281.8,"1,347.7",670.0, , 
  보통주수정평균발행주식수＜당기＞,"42,836,818","42,836,818","42,836,818","42,836,818","42,836,818",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"11,715","11,333","10,402","10,968","14,014","15,410",28,10
  자본총계(지배)＜당기＞,"5,009.1","4,846.1","4,448.0","4,689.9","5,992.1","6,589.0", , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"42,759,202","42,759,202","42,759,202","42,759,202","42,759,202","42,759,202", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,-27,-471,132,597,493,"1,994",-18,305
  영업활동현금흐름＜당기＞,-11.7,-201.6,56.6,255.9,211.0,"-2,559.0", , 
  보통주수정평균발행주식수＜당기＞,"42,836,818","42,836,818","42,836,818","42,836,818","42,836,818",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"4,990","5,207","5,344","6,817","9,751","10,974",43,13
  매출액＜당기＞,"2,137.6","2,230.4","2,289.4","2,920.3","4,176.9","4,701.0", , 
  보통주수정평균발행주식수＜당기＞,"42,836,818","42,836,818","42,836,818","42,836,818","42,836,818",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,N/A,N/A,N/A,8.42,2.84,5.52,-66.30,94.61
  보통주수정주가(기말)＜당기＞,"5,320","3,685","3,545","5,540","8,930","8,640", , 
  EPS＜당기＞,-504,-166,-733,658,"3,146","1,564", , 
펼치기 PBR,0.45,0.33,0.34,0.51,0.64,0.56,26.16,-12.01
  보통주수정주가(기말)＜당기＞,"5,320","3,685","3,545","5,540","8,930","8,640", , 
  BPS＜당기＞,"11,715","11,333","10,402","10,968","14,014","15,410", , 
펼치기 PCR,-194.17,-7.83,26.85,9.27,18.13,4.33,95.43,-76.09
  보통주수정주가(기말)＜당기＞,"5,320","3,685","3,545","5,540","8,930","8,640", , 
  CPS＜당기＞,-27,-471,132,597,493,"1,994", , 
펼치기 PSR,1.07,0.71,0.66,0.81,0.92,0.79,12.70,-14.04
  보통주수정주가(기말)＜당기＞,"5,320","3,685","3,545","5,540","8,930","8,640", , 
  SPS＜당기＞,"4,990","5,207","5,344","6,817","9,751","10,974", , 
펼치기 EV/EBITDA,12.37,27.00,20.06,7.92,6.37,5.44,-19.61,-14.66
  EV＜당기＞,"3,859.2","3,652.9","3,425.1","3,762.0","5,744.7","5,507.1", , 
  EBITDA＜당기＞,311.9,135.3,170.7,474.7,901.7,"1,013.0", , 
펼치기 DPS,117,117,117,117,140,,20, 
  현금DPS,117,117,117,117,140,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,2.20,3.18,3.30,2.11,1.57,1.62,-0.54,0.05
  현금배당성향(%),-23.18,-70.23,-15.93,17.76,4.44,8.95,-13.31,4.51
