항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"2,245","2,065",-770,658,"1,106",,68, 
  당기순이익(지배)＜당기＞,236.4,217.5,-81.0,69.3,116.5,, , 
  보통주수정평균발행주식수＜당기＞,"10,530,000","10,530,000","10,530,000","10,530,000","10,530,000","10,530,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"13,833","16,090","15,001","15,473","16,231",,5, 
  자본총계(지배)＜당기＞,"1,384.0","1,609.7","1,500.7","1,548.0","1,623.8",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"10,004,568","10,004,568","10,004,568","10,004,568","10,004,568",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,-135,-728,"-4,725",-674,"4,110",,709, 
  영업활동현금흐름＜당기＞,-14.2,-76.6,-497.5,-71.0,432.7,, , 
  보통주수정평균발행주식수＜당기＞,"10,530,000","10,530,000","10,530,000","10,530,000","10,530,000","10,530,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"57,221","44,999","58,472","60,895","41,087",,-33, 
  매출액＜당기＞,"6,025.4","4,738.4","6,157.1","6,412.3","4,326.5",, , 
  보통주수정평균발행주식수＜당기＞,"10,530,000","10,530,000","10,530,000","10,530,000","10,530,000","10,530,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,5.52,4.45,N/A,9.17,6.41,,-30.15, 
  보통주수정주가(기말)＜당기＞,"12,400","9,200","7,960","6,040","7,090","8,240", , 
  EPS＜당기＞,"2,245","2,065",-770,658,"1,106",, , 
펼치기 PBR,0.90,0.57,0.53,0.39,0.44,,11.90, 
  보통주수정주가(기말)＜당기＞,"12,400","9,200","7,960","6,040","7,090","8,240", , 
  BPS＜당기＞,"13,833","16,090","15,001","15,473","16,231",, , 
펼치기 PCR,-91.77,-12.64,-1.68,-8.96,1.73,,119.26, 
  보통주수정주가(기말)＜당기＞,"12,400","9,200","7,960","6,040","7,090","8,240", , 
  CPS＜당기＞,-135,-728,"-4,725",-674,"4,110",, , 
펼치기 PSR,0.22,0.20,0.14,0.10,0.17,,73.97, 
  보통주수정주가(기말)＜당기＞,"12,400","9,200","7,960","6,040","7,090","8,240", , 
  SPS＜당기＞,"57,221","44,999","58,472","60,895","41,087",, , 
펼치기 EV/EBITDA,3.52,2.96,-21.50,11.86,7.73,,-34.84, 
  EV＜당기＞,"1,098.5",893.1,"1,280.3","1,200.3",882.6,, , 
  EBITDA＜당기＞,312.5,302.0,-59.6,101.2,114.2,, , 
펼치기 DPS,250,300,150,200,250,,25, 
  현금DPS,250,300,150,200,250,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,2.02,3.26,1.88,3.31,3.53,,0.21, 
  현금배당성향(%),10.58,13.80,-18.52,28.86,21.47,,-7.40, 
