항목,"2017/12
(IFRS별도)",2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,,,"5,865","1,103","1,576",,43, 
  당기순이익(지배)＜당기＞,,,234.6,44.1,67.1,, , 
  보통주수정평균발행주식수＜당기＞,"4,000,000","4,000,000","4,000,000","4,000,000","4,257,144","5,020,191", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,,,"5,266","6,370","19,147",,201, 
  자본총계(지배)＜당기＞,,,210.6,254.8,961.2,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"4,000,000","4,000,000","4,000,000","4,000,000","5,020,191","5,020,191", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,,,"8,538","1,536","-1,963",,-228, 
  영업활동현금흐름＜당기＞,,,341.5,61.4,-83.6,, , 
  보통주수정평균발행주식수＜당기＞,"4,000,000","4,000,000","4,000,000","4,000,000","4,257,144","5,020,191", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,,,"23,233","16,007","14,585",,-9, 
  매출액＜당기＞,,,929.3,640.3,620.9,, , 
  보통주수정평균발행주식수＜당기＞,"4,000,000","4,000,000","4,000,000","4,000,000","4,257,144","5,020,191", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,,,,,63.90,, , 
  보통주수정주가(기말)＜당기＞,,,,,"100,700","103,900", , 
  EPS＜당기＞,,,"5,865","1,103","1,576",, , 
펼치기 PBR,,,0.00,0.00,5.26,, , 
  보통주수정주가(기말)＜당기＞,,,,,"100,700","103,900", , 
  BPS＜당기＞,,,"5,266","6,370","19,147",, , 
펼치기 PCR,,,,,-51.29,, , 
  보통주수정주가(기말)＜당기＞,,,,,"100,700","103,900", , 
  CPS＜당기＞,,,"8,538","1,536","-1,963",, , 
펼치기 PSR,,,,,6.90,, , 
  보통주수정주가(기말)＜당기＞,,,,,"100,700","103,900", , 
  SPS＜당기＞,,,"23,233","16,007","14,585",, , 
펼치기 EV/EBITDA,,,,,34.36,, , 
  EV＜당기＞,,,,,"4,421.1",, , 
  EBITDA＜당기＞,,,304.0,1.4,128.7,, , 
펼치기 DPS,0,30,15,0,,, , 
  현금DPS,0,30,15,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,,,,,,, , 
  현금배당성향(%),,,12.79,0.00,,, , 
