항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"-2,386","-1,929",45,34,62,,81, 
  당기순이익(지배)＜당기＞,-37.5,-103.9,16.4,12.4,22.6,, , 
  보통주수정평균발행주식수＜당기＞,"1,571,281","5,388,700","36,192,257","36,192,257","36,192,257",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"5,474",586,631,665,726,,9, 
  자본총계(지배)＜당기＞,82.5,211.5,227.7,239.7,262.0,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"1,507,118","36,070,401","36,070,401","36,070,401","36,070,401",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,"1,020",126,-56,156,33,,-79, 
  영업활동현금흐름＜당기＞,16.0,6.8,-20.3,56.6,12.1,, , 
  보통주수정평균발행주식수＜당기＞,"1,571,281","5,388,700","36,192,257","36,192,257","36,192,257",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"11,328","3,115",812,"1,090","1,211",,11, 
  매출액＜당기＞,178.0,167.8,293.8,394.4,438.3,, , 
  보통주수정평균발행주식수＜당기＞,"1,571,281","5,388,700","36,192,257","36,192,257","36,192,257",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,N/A,N/A,38.70,44.48,30.29,,-31.91, 
  보통주수정주가(기말)＜당기＞,"1,430","1,430","1,755","1,530","1,890","1,880", , 
  EPS＜당기＞,"-2,386","-1,929",45,34,62,, , 
펼치기 PBR,0.26,2.44,2.78,2.30,2.60,,13.02, 
  보통주수정주가(기말)＜당기＞,"1,430","1,430","1,755","1,530","1,890","1,880", , 
  BPS＜당기＞,"5,474",586,631,665,726,, , 
펼치기 PCR,1.40,11.33,-31.28,9.79,56.50,,477.33, 
  보통주수정주가(기말)＜당기＞,"1,430","1,430","1,755","1,530","1,890","1,880", , 
  CPS＜당기＞,"1,020",126,-56,156,33,, , 
펼치기 PSR,0.13,0.46,2.16,1.40,1.56,,11.16, 
  보통주수정주가(기말)＜당기＞,"1,430","1,430","1,755","1,530","1,890","1,880", , 
  SPS＜당기＞,"11,328","3,115",812,"1,090","1,211",, , 
펼치기 EV/EBITDA,-14.49,-36.14,29.11,21.15,26.17,,23.70, 
  EV＜당기＞,324.2,471.5,764.2,641.9,768.0,, , 
  EBITDA＜당기＞,-22.4,-13.0,26.3,30.3,29.3,, , 
펼치기 DPS,0,0,,,,, , 
  현금DPS,0,0,,,,, , 
  주식DPS,0,0,,,,, , 
  현금배당수익률,0.00,0.00,,,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
