항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,78,19,39,57,48,,-17, 
  당기순이익(지배)＜당기＞,41.2,10.0,20.7,30.1,25.1,, , 
  보통주수정평균발행주식수＜당기＞,"52,860,000","52,860,000","52,860,000","52,860,000","52,860,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"1,596","1,517","1,519","1,541","1,579",,2, 
  자본총계(지배)＜당기＞,762.5,698.4,699.0,709.5,755.2,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"47,783,910","46,030,759","46,030,759","46,030,759","47,816,759","47,816,759", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,372,358,362,465,672,,45, 
  영업활동현금흐름＜당기＞,196.5,189.1,191.4,245.7,355.4,, , 
  보통주수정평균발행주식수＜당기＞,"52,860,000","52,860,000","52,860,000","52,860,000","52,860,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"1,572","1,247","1,632","1,683","1,485",,-12, 
  매출액＜당기＞,831.0,659.4,862.7,889.6,785.0,, , 
  보통주수정평균발행주식수＜당기＞,"52,860,000","52,860,000","52,860,000","52,860,000","52,860,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,19.25,132.60,83.73,78.81,67.50,,-14.35, 
  보통주수정주가(기말)＜당기＞,"1,500","2,520","3,280","4,490","3,210","3,235", , 
  EPS＜당기＞,78,19,39,57,48,, , 
펼치기 PBR,0.94,1.66,2.16,2.91,2.03,,-30.23, 
  보통주수정주가(기말)＜당기＞,"1,500","2,520","3,280","4,490","3,210","3,235", , 
  BPS＜당기＞,"1,596","1,517","1,519","1,541","1,579",, , 
펼치기 PCR,4.03,7.04,9.06,9.66,4.77,,-50.59, 
  보통주수정주가(기말)＜당기＞,"1,500","2,520","3,280","4,490","3,210","3,235", , 
  CPS＜당기＞,372,358,362,465,672,, , 
펼치기 PSR,0.95,2.02,2.01,2.67,2.16,,-18.98, 
  보통주수정주가(기말)＜당기＞,"1,500","2,520","3,280","4,490","3,210","3,235", , 
  SPS＜당기＞,"1,572","1,247","1,632","1,683","1,485",, , 
펼치기 EV/EBITDA,3.28,7.18,8.32,10.58,7.54,,-28.78, 
  EV＜당기＞,876.1,"1,536.4","1,987.6","2,579.5","1,663.0",, , 
  EBITDA＜당기＞,267.1,213.9,238.9,243.8,220.7,, , 
펼치기 DPS,50,50,50,50,50,,0, 
  현금DPS,50,50,50,50,50,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,3.33,1.98,1.52,1.11,1.56,,0.44, 
  현금배당성향(%),58.23,229.11,111.14,76.43,95.11,,18.68, 
