항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,628,594,"1,355",917,"2,128","2,052",132,-4
  당기순이익(지배)＜당기＞,77.9,73.6,168.0,113.7,263.9,254.4, , 
  보통주수정평균발행주식수＜당기＞,"12,398,000","12,398,000","12,398,000","12,398,000","12,398,000","12,398,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"15,038","15,453","16,906","17,635","19,695","21,336",12,8
  자본총계(지배)＜당기＞,"1,864.4","1,915.9","2,096.1","2,186.4","2,441.8","2,645.2", , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"12,398,000","12,398,000","12,398,000","12,398,000","12,398,000",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,"1,564",878,"3,519","2,937","3,803","3,559",30,-6
  영업활동현금흐름＜당기＞,193.9,108.8,436.3,364.1,471.5,400.4, , 
  보통주수정평균발행주식수＜당기＞,"12,398,000","12,398,000","12,398,000","12,398,000","12,398,000","12,398,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"18,495","22,014","23,763","20,258","23,157","24,792",14,7
  매출액＜당기＞,"2,293.0","2,729.3","2,946.1","2,511.6","2,871.0","3,073.7", , 
  보통주수정평균발행주식수＜당기＞,"12,398,000","12,398,000","12,398,000","12,398,000","12,398,000","12,398,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,47.91,38.57,17.23,20.93,10.22,10.48,-51.18,2.54
  보통주수정주가(기말)＜당기＞,"30,100","22,900","23,350","19,200","21,750","21,500", , 
  EPS＜당기＞,628,594,"1,355",917,"2,128","2,052", , 
펼치기 PBR,2.00,1.48,1.38,1.09,1.10,1.01,1.43,-8.75
  보통주수정주가(기말)＜당기＞,"30,100","22,900","23,350","19,200","21,750","21,500", , 
  BPS＜당기＞,"15,038","15,453","16,906","17,635","19,695","21,336", , 
펼치기 PCR,19.25,26.09,6.64,6.54,5.72,6.04,-12.52,5.62
  보통주수정주가(기말)＜당기＞,"30,100","22,900","23,350","19,200","21,750","21,500", , 
  CPS＜당기＞,"1,564",878,"3,519","2,937","3,803","3,559", , 
펼치기 PSR,1.63,1.04,0.98,0.95,0.94,0.87,-0.90,-7.67
  보통주수정주가(기말)＜당기＞,"30,100","22,900","23,350","19,200","21,750","21,500", , 
  SPS＜당기＞,"18,495","22,014","23,763","20,258","23,157","24,792", , 
펼치기 EV/EBITDA,17.03,14.42,7.59,6.67,4.97,4.52,-25.47,-9.02
  EV＜당기＞,"3,858.8","3,222.3","3,094.7","2,403.0","2,469.3","2,230.8", , 
  EBITDA＜당기＞,226.6,223.5,407.5,360.2,496.7,493.2, , 
펼치기 DPS,0,0,160,190,190,,0, 
  현금DPS,0,0,160,190,190,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.00,0.00,0.69,0.99,0.87,0.90,-0.12,0.02
  현금배당성향(%),0.00,0.00,11.81,17.42,7.51,9.38,-9.91,1.87
