항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"2,467","5,722","6,737","103,397","1,501",,-99, 
  당기순이익(지배)＜당기＞,412.0,995.5,"1,172.2","14,426.6",314.6,, , 
  보통주수정평균발행주식수＜당기＞,"16,702,727","17,398,271","17,398,271","13,952,668","20,964,056","20,964,056", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"38,014","43,001","49,271","50,120","52,436",,5, 
  자본총계(지배)＜당기＞,"6,450.0","7,255.2","8,313.0","10,355.6","10,834.1",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"16,967,455","16,872,018","16,872,018","20,661,593","20,661,593","20,661,593", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"6,746","10,676","11,214","5,079",214,,-96, 
  영업활동현금흐름＜당기＞,"1,126.8","1,857.4","1,951.1",708.7,44.9,, , 
  보통주수정평균발행주식수＜당기＞,"16,702,727","17,398,271","17,398,271","13,952,668","20,964,056","20,964,056", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"46,435","55,375","14,391","16,896","19,900",,18, 
  매출액＜당기＞,"7,756.0","9,634.2","2,503.8","2,357.5","4,171.9",, , 
  보통주수정평균발행주식수＜당기＞,"16,702,727","17,398,271","17,398,271","13,952,668","20,964,056","20,964,056", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,26.25,7.97,12.00,0.44,23.06,,"5,186.27", 
  보통주수정주가(기말)＜당기＞,"64,755","45,616","80,872","45,100","34,600","25,100", , 
  EPS＜당기＞,"2,467","5,722","6,737","103,397","1,501",, , 
펼치기 PBR,1.70,1.06,1.64,0.90,0.66,,-26.67, 
  보통주수정주가(기말)＜당기＞,"64,755","45,616","80,872","45,100","34,600","25,100", , 
  BPS＜당기＞,"38,014","43,001","49,271","50,120","52,436",, , 
펼치기 PCR,9.60,4.27,7.21,8.88,161.56,,"1,719.59", 
  보통주수정주가(기말)＜당기＞,"64,755","45,616","80,872","45,100","34,600","25,100", , 
  CPS＜당기＞,"6,746","10,676","11,214","5,079",214,, , 
펼치기 PSR,1.39,0.82,5.62,2.67,1.74,,-34.86, 
  보통주수정주가(기말)＜당기＞,"64,755","45,616","80,872","45,100","34,600","25,100", , 
  SPS＜당기＞,"46,435","55,375","14,391","16,896","19,900",, , 
펼치기 EV/EBITDA,6.89,3.59,19.13,18.46,10.02,,-45.71, 
  EV＜당기＞,"10,783.2","7,636.5","12,727.5","10,166.5","8,220.6",, , 
  EBITDA＜당기＞,"1,565.8","2,126.7",665.1,550.7,820.1,, , 
펼치기 DPS,700,750,850,0,150,, , 
  현금DPS,700,750,850,0,150,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,1.08,1.64,1.05,0.00,0.43,,0.43, 
  현금배당성향(%),28.83,12.71,12.23,0.00,9.85,,9.85, 
