항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,,,348,334,393,,18, 
  당기순이익(지배)＜당기＞,,,25.6,24.6,29.1,, , 
  보통주수정평균발행주식수＜당기＞,"7,360,000","7,360,000","7,360,000","7,360,000","7,379,953","8,538,988", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,"7,218","15,747",0, , 
펼치기 BPS,,,"1,354","1,680","2,148",,28, 
  자본총계(지배)＜당기＞,,,99.6,124.2,158.8,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"7,360,000","7,360,000","7,360,000","7,360,000","7,395,700","8,695,700", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,"35,700",0,0, , 
펼치기 CPS,,,438,287,499,,73, 
  영업활동현금흐름＜당기＞,,,32.3,21.2,36.9,, , 
  보통주수정평균발행주식수＜당기＞,"7,360,000","7,360,000","7,360,000","7,360,000","7,379,953","8,538,988", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,"7,218","15,747",0, , 
펼치기 SPS,,,"1,152","1,173","1,619",,38, 
  매출액＜당기＞,,,84.8,86.4,119.7,, , 
  보통주수정평균발행주식수＜당기＞,"7,360,000","7,360,000","7,360,000","7,360,000","7,379,953","8,538,988", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,"7,218","15,747",0, , 
펼치기 PER,,,,,,, , 
  보통주수정주가(기말)＜당기＞,,,,,,"23,400", , 
  EPS＜당기＞,,,348,334,393,, , 
펼치기 PBR,,,0.00,0.00,0.00,, , 
  보통주수정주가(기말)＜당기＞,,,,,,"23,400", , 
  BPS＜당기＞,,,"1,354","1,680","2,148",, , 
펼치기 PCR,,,,,,, , 
  보통주수정주가(기말)＜당기＞,,,,,,"23,400", , 
  CPS＜당기＞,,,438,287,499,, , 
펼치기 PSR,,,,,,, , 
  보통주수정주가(기말)＜당기＞,,,,,,"23,400", , 
  SPS＜당기＞,,,"1,152","1,173","1,619",, , 
펼치기 EV/EBITDA,,,,,,, , 
  EV＜당기＞,,,,,,, , 
  EBITDA＜당기＞,,,35.0,35.3,37.6,, , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,,,,,,, , 
  현금배당성향(%),,,0.00,0.00,,, , 
