항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,246,295,151,520,-570,724,-210,227
  당기순이익(지배)＜당기＞,63.3,79.6,42.5,148.5,-176.8,245.0, , 
  보통주수정평균발행주식수＜당기＞,"25,719,662","26,981,263","28,146,907","28,570,037","31,030,816","33,854,030", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"6,837","7,159","7,473","7,889","8,411","6,502",7,-23
  자본총계(지배)＜당기＞,"1,736.2","1,954.9","2,107.4","2,225.7","2,676.7","2,220.0", , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"25,394,023","27,305,962","28,200,018","28,213,310","31,823,695","34,142,437", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,-728,674,"4,949",435,"-3,848",,-984, 
  영업활동현금흐름＜당기＞,-187.3,181.9,"1,393.1",124.4,"-1,194.1",461.0, , 
  보통주수정평균발행주식수＜당기＞,"25,719,662","26,981,263","28,146,907","28,570,037","31,030,816","33,854,030", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"4,334","4,772","6,220","8,679","9,521","12,852",10,35
  매출액＜당기＞,"1,114.6","1,287.5","1,750.8","2,479.5","2,954.5","4,351.0", , 
  보통주수정평균발행주식수＜당기＞,"25,719,662","26,981,263","28,146,907","28,570,037","31,030,816","33,854,030", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,63.62,50.98,99.32,37.11,N/A,40.56,-236.05,180.34
  보통주수정주가(기말)＜당기＞,"15,651","15,036","14,989","19,291","28,767","29,350", , 
  EPS＜당기＞,246,295,151,520,-570,724, , 
펼치기 PBR,2.29,2.10,2.01,2.45,3.42,4.51,39.86,31.98
  보통주수정주가(기말)＜당기＞,"15,651","15,036","14,989","19,291","28,767","29,350", , 
  BPS＜당기＞,"6,837","7,159","7,473","7,889","8,411","6,502", , 
펼치기 PCR,-21.49,22.31,3.03,44.31,-7.48,,-116.87, 
  보통주수정주가(기말)＜당기＞,"15,651","15,036","14,989","19,291","28,767","29,350", , 
  CPS＜당기＞,-728,674,"4,949",435,"-3,848",, , 
펼치기 PSR,3.61,3.15,2.41,2.22,3.02,2.28,35.92,-24.42
  보통주수정주가(기말)＜당기＞,"15,651","15,036","14,989","19,291","28,767","29,350", , 
  SPS＜당기＞,"4,334","4,772","6,220","8,679","9,521","12,852", , 
펼치기 EV/EBITDA,30.07,25.66,18.27,15.44,134.95,,773.81, 
  EV＜당기＞,"4,802.1","4,865.2","4,202.7","5,604.7","10,173.0","11,594.1", , 
  EBITDA＜당기＞,159.7,189.6,230.0,362.9,75.4,, , 
펼치기 DPS,47,47,94,94,49,,-48, 
  현금DPS,47,47,94,94,49,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,0.30,0.31,0.63,0.49,0.17,0.32,-0.32,0.15
  현금배당성향(%),18.92,16.18,62.59,17.90,-8.81,13.30,-26.71,22.11
