항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,18,-72,17,-22,148,278,767,87
  당기순이익(지배)＜당기＞,7.7,-30.7,7.2,-9.6,64.1,120.0, , 
  보통주수정평균발행주식수＜당기＞,"42,807,385","42,893,632","43,027,549","43,139,367","43,172,933","43,172,933", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,960,868,876,835,"1,114","1,260",33,13
  자본총계(지배)＜당기＞,386.4,345.2,349.1,322.2,441.0,499.0, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"40,250,218","39,783,817","39,863,817","38,589,386","39,589,386","39,589,386", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,99,-120,152,39,-80,313,-305,491
  영업활동현금흐름＜당기＞,42.6,-51.4,65.5,16.8,-34.5,110.0, , 
  보통주수정평균발행주식수＜당기＞,"42,807,385","42,893,632","43,027,549","43,139,367","43,172,933","43,172,933", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,491,293,"1,260",679,763,"2,104",12,176
  매출액＜당기＞,210.0,125.6,542.0,293.0,329.2,908.3, , 
  보통주수정평균발행주식수＜당기＞,"42,807,385","42,893,632","43,027,549","43,139,367","43,172,933","43,172,933", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,75.22,N/A,91.00,N/A,20.71,15.25,121.13,-26.36
  보통주수정주가(기말)＜당기＞,"1,350","1,450","1,525","2,180","3,075","4,240", , 
  EPS＜당기＞,18,-72,17,-22,148,278, , 
펼치기 PBR,1.41,1.67,1.74,2.61,2.76,3.36,5.72,21.86
  보통주수정주가(기말)＜당기＞,"1,350","1,450","1,525","2,180","3,075","4,240", , 
  BPS＜당기＞,960,868,876,835,"1,114","1,260", , 
펼치기 PCR,13.58,-12.10,10.02,55.97,-38.43,13.56,-168.68,135.28
  보통주수정주가(기말)＜당기＞,"1,350","1,450","1,525","2,180","3,075","4,240", , 
  CPS＜당기＞,99,-120,152,39,-80,313, , 
펼치기 PSR,2.75,4.95,1.21,3.21,4.03,2.02,25.61,-50.02
  보통주수정주가(기말)＜당기＞,"1,350","1,450","1,525","2,180","3,075","4,240", , 
  SPS＜당기＞,491,293,"1,260",679,763,"2,104", , 
펼치기 EV/EBITDA,23.46,-16.36,13.59,112.04,17.45,8.95,-84.42,-48.69
  EV＜당기＞,280.0,434.3,491.3,788.0,"1,290.9","1,535.5", , 
  EBITDA＜당기＞,11.9,-26.5,36.1,7.0,74.0,171.5, , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,,0.00, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
