항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,13,40,-4,33,191,,476, 
  당기순이익(지배)＜당기＞,5.3,16.0,-1.7,13.3,76.4,, , 
  보통주수정평균발행주식수＜당기＞,"40,000,000","40,000,000","40,000,000","40,000,000","40,000,000","40,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"1,197","1,254","1,250","1,282","1,471",,15, 
  자본총계(지배)＜당기＞,478.7,501.6,500.1,512.9,588.6,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"40,000,000","40,000,000","40,000,000","40,000,000","40,000,000","40,000,000", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,55,54,-3,126,96,,-24, 
  영업활동현금흐름＜당기＞,21.8,21.6,-1.3,50.3,38.4,, , 
  보통주수정평균발행주식수＜당기＞,"40,000,000","40,000,000","40,000,000","40,000,000","40,000,000","40,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,197,242,173,284,547,,93, 
  매출액＜당기＞,78.6,96.8,69.3,113.4,218.8,, , 
  보통주수정평균발행주식수＜당기＞,"40,000,000","40,000,000","40,000,000","40,000,000","40,000,000","40,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,174.72,42.05,N/A,58.68,15.42,,-73.72, 
  보통주수정주가(기말)＜당기＞,"2,320","1,685","2,000","1,945","2,945","2,815", , 
  EPS＜당기＞,13,40,-4,33,191,, , 
펼치기 PBR,1.94,1.34,1.60,1.52,2.00,,31.95, 
  보통주수정주가(기말)＜당기＞,"2,320","1,685","2,000","1,945","2,945","2,815", , 
  BPS＜당기＞,"1,197","1,254","1,250","1,282","1,471",, , 
펼치기 PCR,42.56,31.25,-594.82,15.48,30.66,,98.09, 
  보통주수정주가(기말)＜당기＞,"2,320","1,685","2,000","1,945","2,945","2,815", , 
  CPS＜당기＞,55,54,-3,126,96,, , 
펼치기 PSR,11.81,6.96,11.55,6.86,5.38,,-21.50, 
  보통주수정주가(기말)＜당기＞,"2,320","1,685","2,000","1,945","2,945","2,815", , 
  SPS＜당기＞,197,242,173,284,547,, , 
펼치기 EV/EBITDA,127.07,26.92,-348.08,40.47,10.82,,-73.25, 
  EV＜당기＞,845.0,599.5,727.1,675.8,"1,050.3",, , 
  EBITDA＜당기＞,6.7,22.3,-2.1,16.7,97.0,, , 
펼치기 DPS,0,0,0,,,, , 
  현금DPS,0,0,0,,,, , 
  주식DPS,0,0,0,,,, , 
  현금배당수익률,0.00,0.00,0.00,,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
