항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-197,86,150,16,-67,,-527, 
  당기순이익(지배)＜당기＞,-47.2,23.4,52.9,6.5,-31.6,, , 
  보통주수정평균발행주식수＜당기＞,"23,962,685","27,205,479","35,244,058","41,445,474","47,043,847","51,780,418", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,374,944,"1,347","1,795","4,688",,161, 
  자본총계(지배)＜당기＞,93.7,316.3,542.9,837.0,"2,218.9",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"25,050,983","33,512,639","40,308,754","46,640,216","47,332,942","52,037,710", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,-121,121,96,-51,-1,,98, 
  영업활동현금흐름＜당기＞,-29.0,32.9,33.9,-21.0,-0.4,, , 
  보통주수정평균발행주식수＜당기＞,"23,962,685","27,205,479","35,244,058","41,445,474","47,043,847","51,780,418", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,229,192,218,230,214,,-7, 
  매출액＜당기＞,54.9,52.1,76.9,95.2,100.8,, , 
  보통주수정평균발행주식수＜당기＞,"23,962,685","27,205,479","35,244,058","41,445,474","47,043,847","51,780,418", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,20.12,9.36,229.66,N/A,,-127.37, 
  보통주수정주가(기말)＜당기＞,"6,498","1,730","1,405","3,615","4,225","3,050", , 
  EPS＜당기＞,-197,86,150,16,-67,, , 
펼치기 PBR,17.37,1.83,1.04,2.01,0.90,,-55.26, 
  보통주수정주가(기말)＜당기＞,"6,498","1,730","1,405","3,615","4,225","3,050", , 
  BPS＜당기＞,374,944,"1,347","1,795","4,688",, , 
펼치기 PCR,-53.67,14.30,14.62,-71.38,"-4,725.91",,"-6,520.46", 
  보통주수정주가(기말)＜당기＞,"6,498","1,730","1,405","3,615","4,225","3,050", , 
  CPS＜당기＞,-121,121,96,-51,-1,, , 
펼치기 PSR,28.36,9.03,6.44,15.74,19.71,,25.23, 
  보통주수정주가(기말)＜당기＞,"6,498","1,730","1,405","3,615","4,225","3,050", , 
  SPS＜당기＞,229,192,218,230,214,, , 
펼치기 EV/EBITDA,-51.59,-34.86,24.67,151.51,154.65,,2.07, 
  EV＜당기＞,"1,576.9",428.1,569.9,"1,541.0","1,959.7",, , 
  EBITDA＜당기＞,-30.6,-12.3,23.1,10.2,12.7,, , 
펼치기 DPS,0,0,0,0,0,, , 
  현금DPS,0,0,0,0,0,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,0.00,,0.00, 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
