항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-865,-476,28,-927,-151,,84, 
  당기순이익(지배)＜당기＞,-69.2,-46.2,2.8,-108.8,-19.3,, , 
  보통주수정평균발행주식수＜당기＞,"7,998,425","9,701,395","9,975,345","11,484,014","12,169,856","12,872,836", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,"249,357","593,356","58,467", , 
펼치기 BPS,"2,155","2,113","2,550","2,227","2,463",,11, 
  자본총계(지배)＜당기＞,183.2,205.6,266.6,280.3,314.6,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"8,504,469","9,726,827","10,454,471","11,933,886","12,713,796","12,713,796", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,"651,891","58,467","58,467", , 
펼치기 CPS,-297,-50,21,-731,135,,119, 
  영업활동현금흐름＜당기＞,-23.8,-4.8,2.1,-85.7,17.3,, , 
  보통주수정평균발행주식수＜당기＞,"7,998,425","9,701,395","9,975,345","11,484,014","12,169,856","12,872,836", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,"249,357","593,356","58,467", , 
펼치기 SPS,"3,617","2,449","3,237","3,183","2,447",,-23, 
  매출액＜당기＞,289.3,237.6,322.9,373.4,312.4,, , 
  보통주수정평균발행주식수＜당기＞,"7,998,425","9,701,395","9,975,345","11,484,014","12,169,856","12,872,836", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,"249,357","593,356","58,467", , 
펼치기 PER,N/A,N/A,191.60,N/A,N/A,,-309.87, 
  보통주수정주가(기말)＜당기＞,"5,785","5,264","5,370","9,430","6,290","4,855", , 
  EPS＜당기＞,-865,-476,28,-927,-151,, , 
펼치기 PBR,2.68,2.49,2.11,4.23,2.55,,-39.69, 
  보통주수정주가(기말)＜당기＞,"5,785","5,264","5,370","9,430","6,290","4,855", , 
  BPS＜당기＞,"2,155","2,113","2,550","2,227","2,463",, , 
펼치기 PCR,-19.48,-105.55,256.64,-12.90,46.46,,460.07, 
  보통주수정주가(기말)＜당기＞,"5,785","5,264","5,370","9,430","6,290","4,855", , 
  CPS＜당기＞,-297,-50,21,-731,135,, , 
펼치기 PSR,1.60,2.15,1.66,2.96,2.57,,-13.26, 
  보통주수정주가(기말)＜당기＞,"5,785","5,264","5,370","9,430","6,290","4,855", , 
  SPS＜당기＞,"3,617","2,449","3,237","3,183","2,447",, , 
펼치기 EV/EBITDA,-22.68,-18.40,24.70,-34.62,-137.63,,-297.52, 
  EV＜당기＞,429.7,431.8,498.3,"1,286.8","1,135.9",, , 
  EBITDA＜당기＞,-18.9,-23.5,20.2,-37.2,-8.3,, , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
