항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"1,143","2,478","1,208",78,-283,937,-461,431
  당기순이익(지배)＜당기＞,241.6,523.8,255.3,16.6,-59.9,198.0, , 
  보통주수정평균발행주식수＜당기＞,"21,134,126","21,134,126","21,134,126","21,134,126","21,134,126","21,134,126", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"4,574","6,925","7,828","7,603","7,422","7,264",-2,-2
  자본총계(지배)＜당기＞,926.9,"1,403.2","1,594.1","1,542.9","1,509.1","1,477.0", , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"20,264,655","20,264,655","20,363,155","20,294,417","20,332,817","20,332,817", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,"1,527","3,045","1,022",183,-275,"1,434",-251,621
  영업활동현금흐름＜당기＞,322.7,643.5,215.9,38.6,-58.1,346.0, , 
  보통주수정평균발행주식수＜당기＞,"21,134,126","21,134,126","21,134,126","21,134,126","21,134,126","21,134,126", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"7,975","13,358","9,384","5,842","5,421","7,774",-7,43
  매출액＜당기＞,"1,685.5","2,823.1","1,983.3","1,234.7","1,145.8","1,643.0", , 
  보통주수정평균발행주식수＜당기＞,"21,134,126","21,134,126","21,134,126","21,134,126","21,134,126","21,134,126", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,11.19,4.24,11.88,346.56,N/A,28.18,-130.20,126.93
  보통주수정주가(기말)＜당기＞,"12,800","10,500","14,350","27,200","29,650","26,400", , 
  EPS＜당기＞,"1,143","2,478","1,208",78,-283,937, , 
펼치기 PBR,2.80,1.52,1.83,3.58,3.99,3.63,11.66,-9.02
  보통주수정주가(기말)＜당기＞,"12,800","10,500","14,350","27,200","29,650","26,400", , 
  BPS＜당기＞,"4,574","6,925","7,828","7,603","7,422","7,264", , 
펼치기 PCR,8.38,3.45,14.05,149.03,-107.76,18.41,-172.31,117.09
  보통주수정주가(기말)＜당기＞,"12,800","10,500","14,350","27,200","29,650","26,400", , 
  CPS＜당기＞,"1,527","3,045","1,022",183,-275,"1,434", , 
펼치기 PSR,1.60,0.79,1.53,4.66,5.47,3.40,17.47,-37.91
  보통주수정주가(기말)＜당기＞,"12,800","10,500","14,350","27,200","29,650","26,400", , 
  SPS＜당기＞,"7,975","13,358","9,384","5,842","5,421","7,774", , 
펼치기 EV/EBITDA,6.90,2.07,6.85,84.12,-109.78,16.99,-230.50,115.48
  EV＜당기＞,"2,482.7","1,548.8","2,297.2","5,174.8","5,928.3","5,624.4", , 
  EBITDA＜당기＞,360.0,749.4,335.1,61.5,-54.0,331.0, , 
펼치기 DPS,200,400,250,,,, , 
  현금DPS,200,400,250,,,, , 
  주식DPS,0,0,,,,, , 
  현금배당수익률,1.56,3.81,1.74,,,1.89, , 
  현금배당성향(%),16.77,15.48,19.94,0.00,,53.37, , 
