항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,973,-131,-463,"-1,356",168,,112, 
  당기순이익(지배)＜당기＞,75.9,-11.4,-45.1,-132.3,16.3,, , 
  보통주수정평균발행주식수＜당기＞,"7,800,000","8,697,534","9,750,000","9,750,000","9,750,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"6,445","10,541","9,889","8,601","8,829",,3, 
  자본총계(지배)＜당기＞,502.7,"1,027.7",964.1,838.6,860.9,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"7,800,000","9,750,000","9,750,000","9,750,000","9,750,000",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,689,"-1,083","-1,470",-352,-523,,-49, 
  영업활동현금흐름＜당기＞,53.7,-94.2,-143.4,-34.3,-51.0,, , 
  보통주수정평균발행주식수＜당기＞,"7,800,000","8,697,534","9,750,000","9,750,000","9,750,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"26,477","22,210","18,177","13,539","14,612",,8, 
  매출액＜당기＞,"2,065.2","1,931.7","1,772.2","1,320.1","1,424.7",, , 
  보통주수정평균발행주식수＜당기＞,"7,800,000","8,697,534","9,750,000","9,750,000","9,750,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,18.85,N/A,N/A,N/A,158.41,,"1,216.22", 
  보통주수정주가(기말)＜당기＞,"18,350","24,000","17,400","19,250","26,550","21,500", , 
  EPS＜당기＞,973,-131,-463,"-1,356",168,, , 
펼치기 PBR,2.85,2.28,1.76,2.24,3.01,,34.35, 
  보통주수정주가(기말)＜당기＞,"18,350","24,000","17,400","19,250","26,550","21,500", , 
  BPS＜당기＞,"6,445","10,541","9,889","8,601","8,829",, , 
펼치기 PCR,26.63,-22.17,-11.83,-54.69,-50.76,,7.17, 
  보통주수정주가(기말)＜당기＞,"18,350","24,000","17,400","19,250","26,550","21,500", , 
  CPS＜당기＞,689,"-1,083","-1,470",-352,-523,, , 
펼치기 PSR,0.69,1.08,0.96,1.42,1.82,,27.80, 
  보통주수정주가(기말)＜당기＞,"18,350","24,000","17,400","19,250","26,550","21,500", , 
  SPS＜당기＞,"26,477","22,210","18,177","13,539","14,612",, , 
펼치기 EV/EBITDA,10.91,41.78,-35.26,-18.26,113.45,,721.33, 
  EV＜당기＞,"1,420.7","1,890.4","1,421.3","1,644.5","2,411.4",, , 
  EBITDA＜당기＞,130.2,45.2,-40.3,-90.1,21.3,, , 
펼치기 DPS,50,50,,,,, , 
  현금DPS,50,50,,,,, , 
  주식DPS,0,,,,,, , 
  현금배당수익률,0.27,0.21,,,,, , 
  현금배당성향(%),5.14,-42.91,0.00,0.00,,, , 
