항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,1,"-1,147",-207,-755,433,,157, 
  당기순이익(지배)＜당기＞,0.1,-136.9,-26.0,-98.1,58.5,, , 
  보통주수정평균발행주식수＜당기＞,"11,026,516","11,938,467","12,542,654","12,980,146","13,517,286","13,825,216", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"6,538","5,204","4,924","4,157","3,180",,-24, 
  자본총계(지배)＜당기＞,721.0,629.0,639.2,539.6,439.6,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"11,026,516","12,086,586","12,980,146","12,980,146","13,825,216","13,825,216", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,-93,257,636,"1,530",537,,-65, 
  영업활동현금흐름＜당기＞,-10.2,30.7,79.8,198.6,72.5,, , 
  보통주수정평균발행주식수＜당기＞,"11,026,516","11,938,467","12,542,654","12,980,146","13,517,286","13,825,216", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"14,141","19,039","20,437","11,638","9,954",,-14, 
  매출액＜당기＞,"1,559.3","2,273.0","2,563.4","1,510.6","1,345.5",, , 
  보통주수정평균발행주식수＜당기＞,"11,026,516","11,938,467","12,542,654","12,980,146","13,517,286","13,825,216", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,"6,739.04",N/A,N/A,N/A,6.94,,232.99, 
  보통주수정주가(기말)＜당기＞,"5,500","3,405","3,000","3,940","3,000","3,005", , 
  EPS＜당기＞,1,"-1,147",-207,-755,433,, , 
펼치기 PBR,0.84,0.65,0.61,0.95,0.94,,-0.45, 
  보통주수정주가(기말)＜당기＞,"5,500","3,405","3,000","3,940","3,000","3,005", , 
  BPS＜당기＞,"6,538","5,204","4,924","4,157","3,180",, , 
펼치기 PCR,-59.25,13.24,4.72,2.58,5.59,,117.11, 
  보통주수정주가(기말)＜당기＞,"5,500","3,405","3,000","3,940","3,000","3,005", , 
  CPS＜당기＞,-93,257,636,"1,530",537,, , 
펼치기 PSR,0.39,0.18,0.15,0.34,0.30,,-10.97, 
  보통주수정주가(기말)＜당기＞,"5,500","3,405","3,000","3,940","3,000","3,005", , 
  SPS＜당기＞,"14,141","19,039","20,437","11,638","9,954",, , 
펼치기 EV/EBITDA,10.36,5.92,5.19,6.59,13.05,,97.92, 
  EV＜당기＞,990.4,803.7,740.9,888.9,"1,154.1",, , 
  EBITDA＜당기＞,95.6,135.8,142.8,134.9,88.5,, , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
