항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,930,840,456,245,834,"1,049",240,26
  당기순이익(지배)＜당기＞,99.3,89.7,48.7,26.2,89.0,112.0, , 
  보통주수정평균발행주식수＜당기＞,"10,680,000","10,680,000","10,680,000","10,680,000","10,680,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"10,624","11,702","11,958","12,150","13,319","13,886",10,4
  자본총계(지배)＜당기＞,"1,134.7","1,249.7","1,277.2","1,297.6","1,422.5","1,483.0", , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"10,680,000","10,680,000","10,680,000","10,680,000","10,680,000",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,978,"1,015","1,812","1,115",739,"2,996",-34,306
  영업활동현금흐름＜당기＞,104.4,108.4,193.5,119.1,78.9,235.5, , 
  보통주수정평균발행주식수＜당기＞,"10,680,000","10,680,000","10,680,000","10,680,000","10,680,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"17,072","28,398","32,492","31,747","37,122","40,042",17,8
  매출액＜당기＞,"1,823.3","3,032.9","3,470.2","3,390.6","3,964.7","4,276.5", , 
  보통주수정평균발행주식수＜당기＞,"10,680,000","10,680,000","10,680,000","10,680,000","10,680,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,34.94,38.69,24.91,49.70,15.53,12.40,-68.75,-20.19
  보통주수정주가(기말)＜당기＞,"32,500","32,500","11,350","12,200","12,950","13,000", , 
  EPS＜당기＞,930,840,456,245,834,"1,049", , 
펼치기 PBR,3.06,2.78,0.95,1.00,0.97,0.94,-3.17,-3.71
  보통주수정주가(기말)＜당기＞,"32,500","32,500","11,350","12,200","12,950","13,000", , 
  BPS＜당기＞,"10,624","11,702","11,958","12,150","13,319","13,886", , 
펼치기 PCR,33.24,32.03,6.26,10.94,17.53,4.34,60.26,-75.25
  보통주수정주가(기말)＜당기＞,"32,500","32,500","11,350","12,200","12,950","13,000", , 
  CPS＜당기＞,978,"1,015","1,812","1,115",739,"2,996", , 
펼치기 PSR,1.90,1.14,0.35,0.38,0.35,0.32,-9.22,-6.93
  보통주수정주가(기말)＜당기＞,"32,500","32,500","11,350","12,200","12,950","13,000", , 
  SPS＜당기＞,"17,072","28,398","32,492","31,747","37,122","40,042", , 
펼치기 EV/EBITDA,21.08,21.97,8.50,8.30,6.47,5.69,-22.12,-12.01
  EV＜당기＞,"3,110.5","4,137.6","2,174.4","2,220.6","2,360.8","2,264.4", , 
  EBITDA＜당기＞,147.6,188.3,255.8,267.5,365.1,398.0, , 
펼치기 DPS,100,100,,,,, , 
  현금DPS,100,100,,,,, , 
  주식DPS,0,,,,,, , 
  현금배당수익률,0.31,0.31,,,,0.00, , 
  현금배당성향(%),10.75,11.90,0.00,0.00,,, , 
