항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,506,403,250,202,197,,-2, 
  당기순이익(지배)＜당기＞,36.4,29.0,18.0,14.5,14.2,, , 
  보통주수정평균발행주식수＜당기＞,"7,200,000","7,200,000","7,200,000","7,200,000","7,200,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"10,030","10,224","10,271","10,285","10,279",,-0, 
  자본총계(지배)＜당기＞,722.2,736.0,739.4,740.3,739.9,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"7,200,003","7,198,607","7,198,607","7,198,607","7,198,607",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,738,714,231,450,455,,1, 
  영업활동현금흐름＜당기＞,53.2,51.4,16.6,32.4,32.8,, , 
  보통주수정평균발행주식수＜당기＞,"7,200,000","7,200,000","7,200,000","7,200,000","7,200,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"2,975","2,958","2,545","2,543","2,782",,9, 
  매출액＜당기＞,214.2,213.0,183.2,183.1,200.3,, , 
  보통주수정평균발행주식수＜당기＞,"7,200,000","7,200,000","7,200,000","7,200,000","7,200,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,12.77,14.19,22.12,27.13,30.95,,14.07, 
  보통주수정주가(기말)＜당기＞,"6,460","5,720","5,540","5,480","6,110","6,890", , 
  EPS＜당기＞,506,403,250,202,197,, , 
펼치기 PBR,0.64,0.56,0.54,0.53,0.59,,11.56, 
  보통주수정주가(기말)＜당기＞,"6,460","5,720","5,540","5,480","6,110","6,890", , 
  BPS＜당기＞,"10,030","10,224","10,271","10,285","10,279",, , 
펼치기 PCR,8.75,8.01,24.01,12.18,13.42,,10.16, 
  보통주수정주가(기말)＜당기＞,"6,460","5,720","5,540","5,480","6,110","6,890", , 
  CPS＜당기＞,738,714,231,450,455,, , 
펼치기 PSR,2.17,1.93,2.18,2.15,2.20,,1.94, 
  보통주수정주가(기말)＜당기＞,"6,460","5,720","5,540","5,480","6,110","6,890", , 
  SPS＜당기＞,"2,975","2,958","2,545","2,543","2,782",, , 
펼치기 EV/EBITDA,0.79,-1.72,-3.47,-5.83,-3.36,,42.35, 
  EV＜당기＞,36.2,-54.2,-63.5,-86.5,-57.9,, , 
  EBITDA＜당기＞,46.0,31.4,18.3,14.8,17.2,, , 
펼치기 DPS,189,200,200,200,200,,0, 
  현금DPS,189,200,200,200,200,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,2.92,3.50,3.61,3.65,3.27,,-0.38, 
  현금배당성향(%),37.35,49.60,79.85,99.01,101.29,,2.28, 
