항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"3,441","6,615","4,614","4,993","3,858","4,283",-23,11
  당기순이익(지배)＜당기＞,206.4,396.9,276.8,299.6,231.5,257.0, , 
  보통주수정평균발행주식수＜당기＞,"6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"30,456","36,741","39,902","43,506","46,357","49,240",7,6
  자본총계(지배)＜당기＞,"1,827.4","2,204.5","2,394.1","2,569.4","2,737.7","2,908.0", , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"6,000,000","6,000,000","6,000,000","5,905,790","5,905,790","5,905,790", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"7,755","3,717","3,829","2,536","2,843","4,633",12,63
  영업활동현금흐름＜당기＞,465.3,223.0,229.8,152.1,170.6,156.0, , 
  보통주수정평균발행주식수＜당기＞,"6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"34,297","38,888","34,906","39,223","39,791","41,000",1,3
  매출액＜당기＞,"2,057.8","2,333.3","2,094.4","2,353.4","2,387.5","2,460.0", , 
  보통주수정평균발행주식수＜당기＞,"6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,12.47,4.48,6.39,5.83,8.26,7.06,41.65,-14.46
  보통주수정주가(기말)＜당기＞,"42,900","29,650","29,500","29,100","31,850","30,250", , 
  EPS＜당기＞,"3,441","6,615","4,614","4,993","3,858","4,283", , 
펼치기 PBR,1.41,0.81,0.74,0.67,0.69,0.61,2.72,-10.58
  보통주수정주가(기말)＜당기＞,"42,900","29,650","29,500","29,100","31,850","30,250", , 
  BPS＜당기＞,"30,456","36,741","39,902","43,506","46,357","49,240", , 
펼치기 PCR,5.53,7.98,7.70,11.48,11.20,6.53,-2.38,-41.72
  보통주수정주가(기말)＜당기＞,"42,900","29,650","29,500","29,100","31,850","30,250", , 
  CPS＜당기＞,"7,755","3,717","3,829","2,536","2,843","4,633", , 
펼치기 PSR,1.25,0.76,0.85,0.74,0.80,0.74,7.89,-7.82
  보통주수정주가(기말)＜당기＞,"42,900","29,650","29,500","29,100","31,850","30,250", , 
  SPS＜당기＞,"34,297","38,888","34,906","39,223","39,791","41,000", , 
펼치기 EV/EBITDA,3.62,0.95,1.08,1.62,2.39,1.45,47.50,-39.06
  EV＜당기＞,"1,296.8",409.8,388.0,461.8,654.5,426.0, , 
  EBITDA＜당기＞,358.7,430.5,358.6,285.5,274.3,293.0, , 
펼치기 DPS,900,"1,300","1,300","1,300","1,300",,0, 
  현금DPS,900,"1,300","1,300","1,300","1,300",, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,2.10,4.38,4.41,4.47,4.08,4.30,-0.39,0.22
  현금배당성향(%),26.16,19.65,28.18,25.63,33.17,30.35,7.54,-2.82
