항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,231,300,531,531,615,,16, 
  당기순이익(지배)＜당기＞,11.6,15.1,26.7,33.7,40.4,, , 
  보통주수정평균발행주식수＜당기＞,"5,020,190","5,020,190","5,020,190","6,351,808","6,575,874","6,575,874", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"1,395","1,688","2,204","3,895","4,172",,7, 
  자본총계(지배)＜당기＞,70.0,84.7,110.7,248.0,257.3,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"5,020,188","5,020,188","5,020,188","6,366,790","6,167,921","6,154,281", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,367,300,958,552,"1,115",,102, 
  영업활동현금흐름＜당기＞,18.4,15.0,48.1,35.1,73.3,, , 
  보통주수정평균발행주식수＜당기＞,"5,020,190","5,020,190","5,020,190","6,351,808","6,575,874","6,575,874", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"3,222","3,297","3,928","3,914","5,180",,32, 
  매출액＜당기＞,161.8,165.5,197.2,248.6,340.6,, , 
  보통주수정평균발행주식수＜당기＞,"5,020,190","5,020,190","5,020,190","6,351,808","6,575,874","6,575,874", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,,13.05,18.54,22.43,34.48,,53.72, 
  보통주수정주가(기말)＜당기＞,,"3,912","9,848","11,919","21,200","12,000", , 
  EPS＜당기＞,231,300,531,531,615,, , 
펼치기 PBR,0.00,2.32,4.47,3.06,5.08,,66.04, 
  보통주수정주가(기말)＜당기＞,,"3,912","9,848","11,919","21,200","12,000", , 
  BPS＜당기＞,"1,395","1,688","2,204","3,895","4,172",, , 
펼치기 PCR,0.00,13.05,10.28,21.58,19.02,,-11.86, 
  보통주수정주가(기말)＜당기＞,,"3,912","9,848","11,919","21,200","12,000", , 
  CPS＜당기＞,367,300,958,552,"1,115",, , 
펼치기 PSR,0.00,1.19,2.51,3.05,4.09,,34.40, 
  보통주수정주가(기말)＜당기＞,,"3,912","9,848","11,919","21,200","12,000", , 
  SPS＜당기＞,"3,222","3,297","3,928","3,914","5,180",, , 
펼치기 EV/EBITDA,,8.47,13.65,17.17,23.57,,37.29, 
  EV＜당기＞,,160.2,419.7,658.8,"1,424.7",, , 
  EBITDA＜당기＞,12.5,18.9,30.8,38.4,60.4,, , 
펼치기 DPS,34,17,34,102,150,,48, 
  현금DPS,34,17,34,102,150,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,,0.43,0.34,0.85,0.71,,-0.14, 
  현금배당성향(%),14.65,5.65,6.38,18.87,22.89,,4.03, 
