항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,457,322,133,997,531,,-47, 
  당기순이익(지배)＜당기＞,185.7,132.8,54.8,415.4,232.1,, , 
  보통주수정평균발행주식수＜당기＞,"40,599,985","41,251,685","41,251,685","41,655,874","43,692,624","43,692,624", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"2,926","3,179","3,315","4,412","4,943",,12, 
  자본총계(지배)＜당기＞,"1,199.8","1,293.3","1,348.6","1,821.2","2,040.4",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"41,003,195","40,683,910","40,683,910","41,278,395","41,278,395","41,278,395", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,743,161,111,588,406,,-31, 
  영업활동현금흐름＜당기＞,301.7,66.5,45.9,244.8,177.3,, , 
  보통주수정평균발행주식수＜당기＞,"40,599,985","41,251,685","41,251,685","41,655,874","43,692,624","43,692,624", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"2,574","1,780","1,459","2,612","7,096",,172, 
  매출액＜당기＞,"1,044.9",734.1,601.7,"1,088.0","3,100.5",, , 
  보통주수정평균발행주식수＜당기＞,"40,599,985","41,251,685","41,251,685","41,655,874","43,692,624","43,692,624", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,11.41,7.43,31.85,6.61,12.07,,82.60, 
  보통주수정주가(기말)＜당기＞,"5,220","2,390","4,235","6,590","6,410","4,860", , 
  EPS＜당기＞,457,322,133,997,531,, , 
펼치기 PBR,1.78,0.75,1.28,1.49,1.30,,-13.18, 
  보통주수정주가(기말)＜당기＞,"5,220","2,390","4,235","6,590","6,410","4,860", , 
  BPS＜당기＞,"2,926","3,179","3,315","4,412","4,943",, , 
펼치기 PCR,7.03,14.82,38.08,11.21,15.80,,40.85, 
  보통주수정주가(기말)＜당기＞,"5,220","2,390","4,235","6,590","6,410","4,860", , 
  CPS＜당기＞,743,161,111,588,406,, , 
펼치기 PSR,2.03,1.34,2.90,2.52,0.90,,-64.20, 
  보통주수정주가(기말)＜당기＞,"5,220","2,390","4,235","6,590","6,410","4,860", , 
  SPS＜당기＞,"2,574","1,780","1,459","2,612","7,096",, , 
펼치기 EV/EBITDA,6.29,3.43,22.48,23.89,9.08,,-61.98, 
  EV＜당기＞,"1,554.9",495.5,"1,388.9","3,568.1","3,596.2",, , 
  EBITDA＜당기＞,247.1,144.5,61.8,149.3,395.9,, , 
펼치기 DPS,56,0,0,50,50,,0, 
  현금DPS,56,0,0,50,50,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,1.07,0.00,0.00,0.76,0.78,,0.02, 
  현금배당성향(%),12.36,0.00,0.00,4.97,8.89,,3.92, 
